median,max,min,first_quantile,last_quantile
118.0,2165.0,8.0,89.0,169.0
80.5,281.0,63.0,76.5,86.5
47.0,1570.0,17.0,35.5,65.5
66.0,77.0,55.0,60.5,71.5
