neighbourhood_cleansed,number_of_hosts,number_of_reviews
BALLINA SHIRE COUNCIL,439,18993
BYRON SHIRE COUNCIL,1518,123663
CLARENCE VALLEY COUNCIL,298,22055
KYOGLE COUNCIL,32,2622
LISMORE CITY COUNCIL,126,6069
RICHMOND VALLEY COUNCIL,23,1062
TWEED SHIRE COUNCIL,1012,55011
