neighbourhood_cleansed,number_of_hosts,number_of_reviews
Forst Grunewald,[44024267 57745499],144
Frankfurter Allee Nord,"[  1853661   1974695   3006939    929861   5578036   1367805   6390440
   4104800  10236958  10537681   4920909   8775345  16437442  17301268
  16888300   3680751   3857822   7441123  17979576  23385422  20355955
  26460155  15249060  20512702  29778890  29838740  30106645   1823098
  21142041  34897888  15857907   9703745  14892838   3031275  35986852
  37905517  38234961  12595552  16771380   5739535   3297372   2231026
  40683740  41295048  41337194  14446539  28446030   3197075  43482521
  10191421  13452519  45201339  13912387  20754446  46243075  22800975
  18029235  23113861   2342312  49233512  34383750  11662035   2005872
  48608070  44108734  12288380   1035251  26256625   3934922  21669155
  50423467  34539507  51567830   6162307  52108855  32245189   1253452
   4218474   6956984  58367024  18384885  58699310  58021390  50534425
  61060190  60332602  40531040  42704504   9935230  65776384  68656621
  69311530   3563359  30044367  43028367   8318965  34577674  75177221
  74796141    163384   5987252  14378450  36946449  26006565  82299810
   5058933   9569831   5182885  84192909  83047778  84949216  87210974
  11386078  87241958  24470743  89183339  93868781   5472105  96416678
  95699030  87246578 100181762 100255795  42997306  32278467  20978339
  16496827    627959 111615610  31210345   2011296  10010397 115725271
 115691700  31841743  43083106 119133613 119252391  10402682  11922417
  65341940   8581519  11701433   9001431  15927712  38265499   9495287
  56173831  22639331  44309225  44498576  31961550 124044937  87741227
 127735072  42856127 103359088  31142790  13949498  28596736  83028041
  34385521 133417034  48860904  84533297 136535953  19469766  11970402
 138155182  58732796  88865939  58083600  21547435  58685622 100257439
  37333576 143864119 144561234 144539713  38095225  92831122 122713712
  44548791 127243579  59863274  52429570 154304214 214851154   9037061
   2931691  45439548  30107227 159084133  94838212 124510446   7921212
  55365825  57628836  44675430 160830896 161112787 152172436   8200321
 171289244 169706663  24898117   8214476 174231951  46964992 170933809
 177461515 146465947  35851817  45813075   5237204  10588246  45047587
  19621812 193461863  40603249 193468086  40469920  19527112  14431623
 131008128 198861385  13048676  12414589 204713450  27952946 206674863
  30011180 148479451  93675880 212193161   1531988  22978707  36208543
 216384648  10311539 105004485  68705877  64166708   9539205   1416881
  65801170  28742752  24318847  20680329 231477389   2366721 235879272
  96635414 174136994  40027678 245134540  67561716  42657352  24158873
  10249041  65543383  24039381  82056795  29176186  26047384   1876377
 179126204   3860786  48850702  12666051   3617859 262248101   6966463
 211541011  73897082  21510132  11074351 266090525  22481983 108607651
  77904168  23782599  29148129 235527892  63643621 217724263  60260258
 162763923  93977634 274428860 291765280 290973549  84438753 266062161
 295448377 222347863 297287009   7526714 157298294   8460213 300988244
 304019478 127358054 313352700  30816327  55575904 166769669  44689441
  29728438  13335830  11227533 317024709 159023005  32867728 324839606
  88948601  32783756 329651024 117133393  18314951 337370747   7198786
   7393590 102173017 146102494  89661383  34006291  22218712  72077694
  34887905 259981791 358655502 190071696   5510826 162208870  86282975
 331152448  27480846  66027039  10773581 387672622   7161494  14514996
 271235180   3393070  11236928  83856993 177712632  20972903 340890700
 188903419  76116125  95888243  48309527 421916702 168690459   2277187
 423526887 117137463   4166230  29116783 333004403  37549554 300664182
 193731690   2661786 139689376   4026038 151701467  36208794  21686471
 449228877 450019993  39942758 180136626  10483380  36694459  65626215
   8894425  15262745 301803414 430944966  26188287 464764521  19426312
 417685827 292509816  83566504  26285998  90764883 474121075 293673749]",7122
Frankfurter Allee SÃ¼d,"[  6319828   2295395  25728760   1784943  48961235  50821931  50496223
  48067170   6880089  76067350  86166545  28471019  67572356 111370728
 108955684 156222101  94075076  20549586 156670178 230352789 156401628
 269247914    707701 407469097 429794507 357646256  50427511]",1358
Frankfurter Allee SÃ¼d FK,"[   965569   1095251    186851    194957    112446   1274606    632971
   1312190   1328326   1343263   1345381   1749470    347279   2934825
   2003254   3611755   4310366   4446082   4485407   5417382   7070629
   7254664   2679993   7502783   8605064   8883044  15045838   5054661
   9133713   6649169   9370682   3465079   8334654  11008974  11503633
  12414813  12980866  13603270  13552623  13955962  14329937   7843911
   3423602  16246367  16227824   6738041  16329086  15625588  11020264
  17245594  16944415    599711  18864362   9884938  19175117  17853709
  21039336   1966724   6100253  21748741  14358563  22940183  23083049
  24176658   7061458  25989649  17146071  25134834  28149199  28222174
   8928846  30199257  11101110  33553640   5344945  34492926  35232007
  23191334  19788122   7517858  23017163  36470276  36581242  38074515
  23237890   5861985  22539100  19297176  38478673  37396730  37467552
  38925750  37804394  19030945  39311429   6086219  40347565  40032745
   4570364  40557631   4428810  41117572  41552976  28903988  40176643
  40586748  42296181  22016513  42458349  42048631   5967083   8863659
  43320357  44409698  23926930  43764714  45577950  31015484  23018185
    641507   2501428  47544802  49071383  16117859  10444830  47614334
  10531014  18183098  46058193  11150941  49706106   7135007  50745892
  50830032  50679189  50979010   4365017  50993868  33803398  51587389
  10330060  52498946  52581674   8027749   7887689  53155471  14439231
  19975423  30886037   7780643   8517329  19362010    514903  57302248
  58729176  57504543  58769846  57511828  57731537   6018718   7695048
  26194208  31470830   6593666  27278519  57412513  63779918  65867906
   3529390  64411319  69072790     84157  47375711  37266247  56325270
  24470743  58543978  73837237  77859450  80464141   2036577   1533481
  74297835   9257996  20998252  52681915   1503906  43199378  29043347
  84283587  84401747  84554253  22325010  74675449  18303975  58793477
  33645949  27477930  30255746  93999642  15117540   2625820  36808312
  21754338  29515318  99173433 100148624 103692585  34239959  66771611
 100918828   5097927  67800765  17879397   1240970  10237935  13432989
  99993403  24861887  53335761  32079227  11351492  45280196  26004914
   3205578 111523147  30687151 110452652   9481605   7023703  13673535
  14706206 114537437  12788459 117284582  20434299  19862784  23002618
  65924455  63615580 116572157  22321563 124652185 125119516 118029206
 458170752  38489353 125471280  56794825  34836018 125848147 127356964
  20814193 122504188  93539266   6805780   9229803   6888987  14569714
  13927650  36121970  35362254   1211681  19673598   7588445 111798801
 136221891 115286875 117145088 139289486   1518361 107623675  11683687
 123824818 118498997 141084339   9641799  83906679  47378753   1240004
  29218045  31643602 107284073   9647094  47010115  39854245 105799483
 146275008 146462134  20525055  73322120  13957823 136012764 147477128
  94843435 148777265  86081181  30718712   9028814  25707334  21871646
  86048243  63587105 132786791  33098728 151046242 152562968  10246791
  88091260  93345169 151652241 151888238 118543115   9820449   5017234
  27952946   4182292  23780943  68108970 154843007  23419673 156200092
 144049466  92386260  14012917 143381607   2019165  43883738 158798094
  74126798  76875398   5030860 135558934 161110487 160563462  14680085
 129027516 162056711   1694625   6506688  63916127 134486558 145847044
 162615470   5975557   2254821   5983138 102047176  29837295 164998040
  46344547 141532354  26204012 166163729 153893002  10311942 141289136
  35419248 168743858  74744455  12463024  17962302  21441662 174214846
   1614923  76615730  65197211 176756838   5086196    166294  40494047
  95695255  79518134 181065930 124276922 182047663 182435004 115462471
   6087414 182733064 183055767 186399123  20170384   2895415   9454783
  56528258  27972177 174343869   5190350  97242100   9569831 193504997
  18190544 159540062 192130100 100741667   3840022  20575836   8338016
  18450657  29314512  12527436  62983500 191131925  33587771 191706485
   8252422 193643890   9537303 176579986  30515334  15672514 206492625
   1385793  29862383   8636215  10084673  58965501  12193032  23211817
  14073882  18913540 216253769   4215274 174158814   5347137  33185722
  31153902 111954766 219818665   9619063  17212144 223104829 146932052
 221529487   4543042  21445063    764326   9071107   9283835 101194435
 223414302  56155617  10750960 182361724  12338724 228702349  27577254
  60963046  70970874  10662113 211851013  95521720  79421287   5986022
  24641533 235058174  10009328  17443440  46692555  31654163 241176336
  17152791 145776171  36643470 160481253 246097895  13743082  25806113
 104625312  66701551  37426991    889228 248037605  43480546 170258663
  96935057  12850840  16514578  21877262  36697653  69960776 108055193
 106267930  36550214  42642490  23930145 171863224  64195170   4158989
  32253741   3370516 258692912 258798035 259971398 261785317  24369145
 264312475  27457316 193388569 266482556 257379748  11659043  15821557
 271993354  22323051 178978691  17754679 171527631 274962947  22443908
 161695600  67420793 275595737   1760878 124580281  63254920 265251885
  99097857  23254014  15749490 152133936  16771511  24825007  17681942
 282799962 207394709  60052672  58898991  82279491  23136688  48267425
   6178686 287040677  67864369  64152730 292539244  46645842  53589203
  68924778  37377073 300805554 225240354   5625603    797804 300672137
  20613057 230642908  16614328  18806886 251703986  18540104 304805539
 183762354  12115180 305096010 306506315 306477150 174559909 308088898
   9703014 142740376 306473947 209250178   1395699 309585966 309650840
 304345361 312525221 298707599  78804357   1122141  15504628 119956604
  30296341 304627245   7177149  75268813 154173240 174524863 122458212
  61554733  51894938  80093638 101316322 170150366  26669875  48086797
   4193735  72716547  48573522 237949725  26448660 274712635 105587747
 330679681   6995696  15705613 327800629 242677389 332236818 213416425
   9559031 332937779 334373014  32250470  94471483   5630288   3887507
  60090071  43749352 333706004 230176989 119943101 119626023 339184420
 119570802 116250047  19844490  57433866  91041038 120865638 212843172
  12694377   1642790 121172492   2133209  15205379   9588203   4616252
 169080434  12680591   6527564 358058250 177895808 350185347 329264638
  63099928   5576897  39203434 356895098  14708213  26727554 139078310
 361524130  42750810  85462531 359632814  16657917 206926760  32772803
 370095186 234930165 341947514  13497890 373123356 186725484  37702973
 373378168 371776088   8037004  21948325 373492727  19645006  59878089
  51885311 385849724  19193581  19901049   1754107  71194633 395722282
 235188041 396598865  75216153  28035407    429311  62139339 134567040
 399331794  26634652  82056795    972575 159638674 398695999  96963398
 255304344   4824097  18662591  14611346 111509521 133241858 328674700
 333115447 408870122  18028880 353693080 408919151 409487604   3727631
 412035563  49418427  24813504  15867007 236031555  41441779   1681294
 404277473  26153450 415082333 154000683   8635649   5713757   5924626
   6046162  12924619 362092242 227968152 110655804  41053818  77962191
 425022515  19423675 348821103   2966176  53993442 426322582  51321144
  72146319    455670   6142555  77530404  12265672 435687732 437849962
  17245824 440773562 405828380 442919957  46134517  23482795  59696083
   2176918   3500825 127309004 175463482 451797829 446839650   8380298
 311166950 429222491   1567552 166440399  15147304  13783177  61133150
   1964647  82526698  21903954 374309088   9431809  81442299 463107250
  44960045 108025548 118614458 237808030  30190178 146190913 470178010
  22395229 390995457 449692327 443902800    712826 122978685   6606120
 182558424  13517785 479202802 138853980    874215]",20943
Friedenau,"[  1311309   1354122   1625792   3605862   5344428   5914410   7013190
   6239045  10066147  12377808  18820986  20447653  22789487  28352347
  34985661  36323530   3744054   2856283  39818582  29523109  48581325
   9064073  49234052   7114027  27276738   3428669  58699640  58894682
  34574520  57241645  21394478  90171449  34754601  20599671  36784064
   2405117 116378470  11678628  91074978  60720329  27548892  14864107
  33259260 118218576 128501009 104495802 137665108 144935691 147637927
 124562367  65202128  21324040  35622952 122360959  30641409   2048760
 119949706   1980057 209666936 213877372 216540733   8851884 152782015
 224508134 228579126 117582056  70162844   1798949 239040287  15579740
  10637142 224642410  17281021  48550513  33373573  97457092   5874579
  26264042  24578399  32660188  15177422 265415759 175654535   3343978
   6353600 321216387 322651685  82838371   7234685  26639405   2276858
 340486611 182263499 370107608  53170983    109039 263814398 164318684
 276731579  35405767 421714764 223854509 145623982  72050483   9916942
 434874339  11436580 432119332   1146723]",2540
Friedrichsfelde Nord,"[ 13561214  53448879  52147903  83724182   2887988  40584731  53025541
 137046287 155406724 165078522   1185192 202779274  74909438 269461122
  48767494 221894338 164973968  50725594 177712632 416613218 284682211
 435084624 229053370 458409238]",1310
Friedrichsfelde SÃ¼d,"[ 50037462  56679285   2974298  54015623 109945345 140907812 125017374
  82302472  54649737 176358665 103685649 169111035 137151447  88295072
 149085794  15712910 270945294 286403693 295390568 226480704 320900607
 344598304 316113272 177712632  42101584 472173349]",229
Friedrichshagen,"[  5797841  15032404   9870205  46477100  46911033  48765425    943996
  38523573   9903825  73491067  22972869   4249784 264791454  16630523
 345165659  23250052 395885294 430024205 429510609 172226461  25781936]",588
Gatow / Kladow,"[  2805604  28400540  67412347 151231271  52309277 169377845 178178558
 197444204 243177127 199150527 103566451 105481069 194994513 455765790
 372767776 468813881 258682189  79124998 190542645 328383904  38956038
 190390841 227301329 117260791 245242148 294229983 254936239   6128453
  39966160  30364025]",1380
Gropiusstadt,"[  3678837  48304780 146917637  11398824 214790308 286894633 349152699
 358587281 420514457 445133494]",575
Grunewald,"[  5799305  26478366  29512829  18579931  32928035  53597265  63838688
  57089655  13993393  40513856 113544775   9235826  21116374  11253172
 186772971  29052203 192224480 206862811   3524996  57874657  61259658
  39248045  75616073  33697325  35818439 275227742 270965910 316067480
  82152793  47409384 223981533 414500840 332515272 225568486 216855948
 453653676 478238943 111510362]",1134
GrÃ¼nau,"[ 75776324  80900552 154549465   2327731 276223237  61821361  62721857
 228360093 325783935]",359
Hakenfelde,"[126621397 105473077 201525538 206249275 251964839  16346337 303585169
 353990148 373403112 104140837  15238023 404354538 170318531 385224194
 141539709  34565679]",199
Halensee,"[   913825   1428703    901878   1574908   1999892   2933986  12805783
  13122577  13776840  13435326  44677449  47121206  23851163  19697534
  63838688  67163897  74781619  36184032 109465041  52747435  45496468
 123852980  21700021 139284492 146921416  46541025  90211694 168004874
   1095067   2360599 109702489 212189469  15145288 235516787  97409051
  61828618  39998297  74816112 349121968 357179290 157803047 393263341
 236148209 439357842 339625555 290992825 186634753 443452807 434485440
 451939274  88015133 462924123 378060087]",1520
Haselhorst,[ 29966940 133206170 301807066 243934963 403428653 304231472],635
Heerstrasse,"[  4655176   5986722  13555007   3699503  44728322  15917612  49840372
  65546196  34020290  19837126  14050577  90190155  76069504  82453371
 209678303  16164765 155814934 218706214 295282142  13803886 322249807
 132041285 203193166 413097693  82635359  11430032 139377984 464439541]",1297
HeerstraÃe Nord,"[  1318500 132743140 145677360 253869373 206699624 408279300 385224194
  98351752]",257
Hellersdorf-Nord,[  4293269 225578679   7031936   1210739 126933552 335580024 367507031],84
Hellersdorf-Ost,[171680617 213528984],9
Hellersdorf-SÃ¼d,[347091590],5
Helmholtzplatz,"[    17391    876754    112675     54283    485838    456085   1306624
   1404760    540534   2219552   2366664    472567   2561273   2796030
   4054647   4057507   2480274   4293723   4751044    712311   1518615
   7686970   8360534   9994132   9513318   9734552   8301109  11382633
  12529387  13369500   2913887   4284392  16327348  11751441  19448002
  19840872  19899160   7016908  21045207  23568233   3143953   4687616
  25021999  26534826  25396210  30491159   4330031   1020400  31647635
   3044047  32113760  29079876  24290476   1083235  35043038  22015326
    280605  36113480  35976519  36801825  38168760  22406594  38746658
  39631459  29123294  40672444  41360991  26813578   3966243   3586653
   5072122  45395148  46055790  47684936   1174550   3973572  49655698
    759922  49764282  49883896  37011142  21256997  51505141    909226
   1473572   5867606  15116552   1095987  33349791  29839792  62893953
    161221   9046621   3923885   7113054   9716983   3261444  71794597
  72930955  74747110  19926045  31125491  69808508  85588853  75343949
  24650038  90740198  92393471  92439284  35934532 103469630  17135777
  31645335   5648493 106095044    704463   2008587  21646557 112571636
 116250047  67620310  46566344 118203373 118639204  30981168  43401067
 118970442  48549359    390380 129569391  20846037   6234930  48090800
   8197337  10011705   9790571 137313530  40056528  61783281 138541821
  19548509  41818828  11804788  64117760  56470016 118302507 150433612
  39906633 135803791    628990 151481778   3079525 159278372 159603007
   2015311 160861534 162915120  17335726 101520347 132938285 169711882
 142620384 178292287  43669228    703879  31961950   6692311 186123207
  28232694    604588 187987885 123163427 150545454  24137635  78877840
 179179070  20928113  30898708  76823362 204660001   4657157   4410482
  29811279  21309273  17416199  33041893  26176336 209438584  28915196
  95129226 219420726 221361263 130417172    177094  12758589 225204685
   8594828  24719844  68585977  75759783 234578236   3172289 150722178
 249076347  12186354 121575434 104868727   2541012 252963672 234080474
 181182518 271235180  13117028  15660646 274994975 104540450 282042508
   7645150 291851030     12360 409272617  23602925  55499527  96191042
  15154421   3641396  43577409 156864942 170691547   4543752  56949470
  11283053 234811911 240229894  35052693  31324424  10661152  45825783
 240978402  25342320 361536906 275746541 366509181  12613738 211089589
  28274520    903525   2365542  13606617 399230631   7013887 128077616
   2346901   3745036  17905018  20779009   8643213 423583069 423662405
   1250188  13092051 432368104 172232819 102073937 311166950  14440602
 441295741   1466063 156936686 457566071 406966681 154287654 254085494
 460717486  11042654   4633183 461205981   6182665 474452439   7802466
  23966772]",11414
Johannisthal,"[  1276585  18867174  41975318  22675898  71509888  96666255 122036211
 190737633 172803916 200406099 147540927 240236791 192020815 315201947
 240774012 387607284 143786251 147550537 412887742 424962114 453598085
 472860321 478518771]",567
KantstraÃe,"[   261488   1135836   4484943    560812  14739678   3419526  15791056
  22223304  23155049  10614190  24795415    783178  31208043  40212664
  14035246  21046636  45673085  45876750  29849348   2246793   1441706
  16410152  35962833   5772724  87742113  46076661 105303820   2054136
  13930733  48504151  80206184 115367152  60530801 118478343 137526197
  25833343 155140624 159054347 155181125 162068327 162080060 172288392
    820633 154473416 161217007 191829434 188849025 149702381   8203099
  32408628 215898210  90265785  12182375 224415305  17684520  35574625
 207993866 241020837 215514794 118520272 168337022  58291331  18964202
 282440216 296102947 271239829  39207814  15469015  28243691  32928035
 327601894 226345338 338514217  17904285  17997010 331457408 262362133
  27984931  41904321  32327486  12320125  14932229 380683890 215643792
  17586500  60169111   7194747 140381251  69245029   3435277  10199681
 429523393 434478988   9801498  49107762 434485440 324820229 138890572
  73682247 447746910  31064310 449491857 110637001 443871995  19449434
  14108504]",3278
Karl-Marx-Allee-Nord,"[   944530    678195   3431730   4689559   6732062   3167923   8795420
  19964062  14474248  22437698  24645340  13122693  27968442  25746534
   8497150  31124936  31669238  32905345  32959323  33719888  19044451
  37598928  11723994   1029878  20200956  40283566  41158467  41030609
   3338657  43171102  26869498   5557098  35226259  42149492  49613896
   6164101   4952307  51512740  52076119   7336687  22912748  32903414
   7369609   3885165  63884016  68033159  36031710  74777374   5411484
   1130723  66309353  52778138   9773623  98794666 101500282   5264073
  41572417 106130027  46284369 110572838   9991161   9983247   3595040
  16472366  59467923   8646497   8331399  17790434   5472105  37291923
 139078310  63195503 139976274  95503269  47963145 119448129  38543507
 144405420   1030258  47248832 128586526 148028927  10546045  16894316
  23038194  11847136 151358145 154388151  12786085 132573311  29778296
 159440612 104030453 130860321 164991512  22433407 120676075  83228166
  26816987  19888930 187264790  16779224 195199908 106903404 200549573
  21136403  17392374 220204535 220427209  37541450 231582428 231632308
  58756297  44658454 246816195 247158537 247426814  51122032 129689940
 193731690  42589440 253784213  17355631  10279808  21204295  37508117
  20925412 227868914 281064728  23778056  12862406 183876576  19521362
  35406956 102459549 180508243   3617435 297556557 204170899 101915571
 305223324  51797521 310244996 310374687  50661784  57407231  27793478
 131900840  48182523  90003016 143533694  45925318 291833531 128876491
 350110475  15855118  26291591  20001201 357575484 362724173  93328001
  12988463 359781847   2473785   6182410 115962616  21596003 356911051
 177712632  22693048   4065526  41296382 430068584 147616606  33349791
   7454495 437803968 303701470 215736454 452089093 234930165  54358367
 122410246 232691796 434485440   1376485 169546987  51680143 393872653
 397515318  37343791  34666885   7650385  23109901 281394447]",5156
Karl-Marx-Allee-SÃ¼d,"[   913422   1391772   1641505   1312190   3602742   2788076   8250486
   8864348  12359221   3329707  10423523   1974232  19632891   8213728
  21179795  20002437  22641272  23262675  24433350   9292129   4800831
  33104828  23427549   3788200  14405869  35120985  34631266  18149350
    983936  15856959  39990815  11653003  41063068  33980261  42620176
  46720356  12428505  48315402  49838469  50796520  18156575  45715140
  51885311  12804092  57881829  56183072  59430981  35545094  51052515
  61302720  21374722  47755065  12296983   7816001    776810  57356187
   6376823  74151633  76491096  26949525  76948901   6812311  83334442
  86361408  66424364  28183111  98175487  15850420 101467288   8064427
  38170846 112375235  26998103   3089982 119891007   1040504 131581007
  18319713   7232336 135339937  47313556 105968480  31281588  37420294
   5472105  68250812 141555611   4370679 147233889 146152283   9972882
  63298493 155753831  42289115     35103 160604605  96629115 163284016
 214851154  43502635   4446082  23884335 176320361 178970031   2558584
   7715690 188478182   9721527 189167857 190957759 197288782  68700314
 198130253 205258595   7155789 191418585  45499567  64166708 222596512
 215937780   8465542  43507112 230537942 230303813  20722706 234930165
   4689351   9319906  89667429  99824320  24963535 133417034 258767530
  43237520  21915146  72364634  30524367  43425959  45398028 223122438
  81835621   4761922  29034540  10771082   1300595  19247109   4075439
  83547809 282781255 283159569 123159677  12665693  20208042 297693047
 144733454  20391171  11928160 315582894  18134063 322819820 327063934
  39757713  22646060  69136039  20535180 195006466 109979035 356516931
 295857279 339054696 129233978  34042528   4451796  23341681 301525788
 387881813 200195304 135837636  91368724  10896150   9540636   7285808
 277979335  33821412  92230924  38824854 414039130 286011983   8465421
 421557030 431852404 371913052 144068910   5664809 255862399 120542484
 114819960   7454495 339469544 434485440    947242 467793855  24896443
 158589937 476321564 142901871]",7608
Karlshorst,"[   943996  12410590  17500296  22675898  13254396  56044034  31585629
  39981193 121013424 124013184  39795124    623305  68120677  67242547
  60868380 148226214 196781468    862859  28760681   4971456  41973103
 321263452  42748955 320940404 327354953 259262897  91457234 262046717
 174728125 416193979 242709128 277949257 470128918 127169747 168690459]",787
Karow,[ 32482556 128813691 235448301  20543889  14145972 460411710],251
Kaulsdorf,"[ 16137795  21112549  52224371  65005808  21413848   1057527 112313679
 167483294 346742609 353173880 385224194 422661817 182558424]",550
KurfÃ¼rstendamm,"[  1900461   4219631  13435326  11861680  20560972  23281364  32412080
  12411747  36895434  29396410  51285750  51716465   8912086  60453879
  66576238  24352487  83121051  45725092  88478887  91787202  91856831
  74558752 126471588 128676811 103570150 100684959 146257153 151909278
   4368929  36438015   2159758  54335694 160045464   3570201 167410436
   8026604  29200741 187865272  21909957 212197766  91606330 214593057
 213301443 231622685 114523144 175839244 163438825 113021920  59480002
  37530408 230386042 276750451 245121658 299754593  95909182 320380756
  46012848 338748013 369042619 372068633   2010690 392879679 400563866
  96511249   3200648 415265336  54039179  17186581 429894059 238003420
 424967130 434485440  40671159 425487925 230224759 472746923 178750334]",2051
KÃ¶lln. Vorstadt/Spindlersf.,[265490093  10605402 339628139 226735649 317506433 141275264 300120390],64
KÃ¶llnische Heide,"[ 49636918  30481095  27952946  81087674  68804999  26363586 125198429
  60391230 188299537 201537102  65013887  40534951 148563382  10198755
 138037657  94810344 288621438 363906488  30721321 314658036 263403354
 435687732  58228017  32258704 186634753  45272161]",549
KÃ¶penick-Nord,"[ 26155117  72447965  86149098  80919335 119255161 178437258 261605200
 284745099 314652938   6580478  24179192   7979825  22733109 397634621]",695
KÃ¶penick-SÃ¼d,[ 24037323 238693377 108025548 338329694 118547145 446614266   9362212],138
Lankwitz,"[ 10586780  11597807 105678463 127949965 156200360  36376497  16822443
 198964251 115853077  49019837 149840246 129620124  91830805 313909873
 316379255 345964111  41815020 464505957 449692327 255702685]",235
Lichtenrade,"[ 21708794   1205340   1345035   1476857   9578143  35119823  65306406
 175598863 189774580 195933294 232544721  27547145 122868546 268301912
 295206009 142650509 380737613 423640366 401043600 273507558 140628875
 238029336 252498808 180931488 210095097 460183118]",947
MV 1,"[   990154 155933640 267400172 284720636   1764102 437048759 440682735
 466555336 474152287]",308
MV 2,[ 13315290 242430405 346755219  14353408],408
Mahlsdorf,"[130216168   1224097   5780938   9027357  35803835  48598844  60709250
 128083363 136877562 144925518 135181062 200248962 154382625 212766182
 242740150  67152863 358798059  97474545   1361440 161552437 445488642
   9923139 182558424   1503873 103234826  99041883 229417388 113021920
 292268022   9957116 444877206 112557400  91425621]",2032
"Malchow, Wartenberg und Falkenberg",[148278791 238030351  25310144 447452518],155
Mariendorf,"[ 19445864  19139154  51843024  52747435  66696736 115790786 139041679
   8505282  74792719   1823098  31302562   1291987  36110684 189733157
 149817209  88093979   1496069 243896113 264306815 266914699  29770729
 142948812 123603600 275339948 319909471 356165192  67805746  20675688
   7150142 155705496 375253426 460506678 461247793 461668651]",799
Marienfelde,"[  1314462  34978107 190045823 244482639  24281157 116943735  74608648
 121672905]",108
Marzahn-Mitte,"[  4374738 180242594 236562193 304253858 315280811 265405461 459062557
 475893514]",37
Marzahn-Nord,[ 48847517 228258867 402484559],8
Marzahn-SÃ¼d,"[ 13561214 110848798   1210739 174923505 254296027 310441782 329909074
  65063783 318457866  12551914 445832106 473860237]",303
Mierendorffplatz,"[   467895   1142834   6782131   3474208   6085639  23800239   3824407
  41599772  41442735  49980517  20024969  51660980  52747435  31632107
  61506911  30938349  24885955  62639492  94794742  95195054 109876762
  48505274  14117635  65332545 115908408  29402223 162818111 165556924
 130220460 108025548 187269518 202728548  92242653 149214480 215186646
  12898189 227441080  20400055 163599131 254474068    708217 270284539
 166731323  60263567 299702422 283174083  68895924 340007871  19346492
 297934320  78388004  33563914 147084189    626079 349121968 460546425
 114768823  13879168]",2031
Moabit Ost,"[  1195177   1453075   1798305   1933252   3468407     33355   2685171
   1156924   2837298   4217522   7375828   8154292   7371707   9557708
  11896065   3900511  16898740  17045858  18350241  19818276   4031381
  19891107     71913  26201130  13284476   4665590  22615718  29203060
    485838  21916031  23099388  37879737  16603309  25929557  39537907
  39716890   7775858  21838463  42289939   9704111  42591447    925534
  41077554  46704861  17465614  50644449   8772776  12645840  55002456
  58223207   1009656  37127222  43486948  60199308  31407784  62616500
  48743231  42815772  69738956  41119131    718340  65643050  70185347
  83767016  44498472  87442687  87261807  89520978  93113247  14737994
  10690131 101867277  45954186  52238768   2599754  53178054   9733781
 116940839  34467405 117887086  95191716  90370812   6355189   7962082
   6070708 125681808 131877141 132494540 133082684  24152050 131751159
   7782518   7368302  38936151  57881607  73473313  55112486 138664878
 141287147  16955099  36158287  28691552  13592667  31543794  78831560
  91856831   6526396 151048441  12957830 161130903  67881078 167202681
   2526430 169248909  82120381 162420180 174157905  51563805 177686693
   4637512 183902279   5275315  90454207 165653177  15388970  62518351
  62812112 213595635  22921735  11209321 127562821  64345071 158469533
 148126779 219326028   5318753  12757920 185052454  12898189 121442525
 110633467  48330762 158431389  52873071 237852071  67889916     55531
 243483364  27952946  99736259 255208777 243593450  61752824 264908563
 267623793  10813790  15568241  37267757 275715739 275723550   9901243
  34756082  51991086  23210806  45921351  91535749   2176940 297885367
  35744536  13783177  63585146  51420774  11841571 311966634    369677
 334704128 167652613   1874762 341276942    626745  68684251  87711913
  30707308   4023263  59896221   2714039 366256527 299234553  15404421
   3919293  82324046 369533678  52538700   1003245   3182096  16806217
 385197336  13710517  15570002   7454471  32394762   3332580 403395506
   7758536 203997165 338955815   5702353  26367025 177712632 333250771
   3279220  55679296  42060232 101949089 143456084 233643072 175463482
  43213427 453810876   1523115 434485440 427775801  35456540 469230401
  34921287 122901718  10495372]",8924
