neighbourhood_cleansed,number_of_hosts,number_of_reviews
Bellingen,176,16632
Coffs Harbour,440,41991
Kempsey,179,12302
Mid-Coast,725,45863
Nambucca Valley,153,12929
Port Macquarie-Hastings,376,40231
