median,max,min,first_quantile,last_quantile
230.0,4448.0,50.0,163.25,359.75
237.0,409.0,177.0,212.0,311.0
130.0,3355.0,31.0,90.0,210.0
120.0,5000.0,25.0,50.0,150.0
