points,Number
0.0,59
0.25,20
0.5,2977
0.75,640
1.0,8763
1.25,142
1.5,1485
1.75,29
2.0,7006
2.25,14
2.5,791
2.75,1
3.0,422
3.25,1
3.5,217
3.75,1
4.0,113
4.5,82
5.0,31
5.5,29
6.0,18
6.5,10
7.0,17
7.5,7
8.0,5
8.5,1
9.0,3
9.5,1
10.0,4
11.0,1
11.5,1
13.0,1
14.0,1
16.0,3
17.0,1
20.0,1
26.0,1
50.0,2
