median,max,min,first_quantile,last_quantile
80.0,15960.0,10.0,59.0,110.0
123.0,7999.0,44.0,69.75,169.0
66.0,3000.0,14.0,45.0,90.0
28.5,95.0,23.0,23.5,39.25
