points,Number
0.0,7
0.25,4
0.5,155
0.75,6
1.0,1772
1.25,1
1.5,102
1.75,3
2.0,564
2.5,19
3.0,50
3.5,6
4.0,7
4.25,1
4.5,2
5.0,2
5.5,2
6.0,1
7.0,2
8.0,1
10.0,1
13.5,1
