points,Number
0.0,150
0.25,19
0.5,9213
0.75,698
1.0,22144
1.25,79
1.5,1204
1.75,1
2.0,5450
2.25,2
2.5,383
3.0,248
3.5,88
4.0,65
4.5,26
5.0,6
5.5,9
6.0,7
6.5,2
7.0,1
7.5,1
9.5,1
