median,max,min,first_quantile,last_quantile
180.0,15000.0,10.0,128.0,275.0
291.0,1998.0,0.0,191.5,480.0
75.0,16500.0,10.0,55.0,110.0
66.0,10000.0,10.0,42.0,92.0
