points,Number
0.0,3
0.25,3
0.5,95
0.75,28
1.0,1594
1.25,2
1.5,340
1.75,2
2.0,194
2.5,29
2.75,3
3.0,12
3.5,3
3.75,1
4.0,1
4.5,2
7.0,1
36.0,1
