median,max,min,first_quantile,last_quantile
53.0,5000.0,10.0,38.0,75.0
128.0,204.0,39.0,118.0,149.0
31.0,1000.0,10.0,22.0,57.0
29.0,549.0,15.0,19.0,47.5
