points,Number
0.0,8
0.25,1
0.5,491
0.75,111
1.0,3705
1.25,36
1.5,332
1.75,10
2.0,1113
2.25,9
2.5,315
2.75,2
3.0,123
3.5,133
4.0,38
4.5,25
5.0,6
5.5,4
6.0,1
7.0,1
7.5,1
15.0,1
