median,max,min,first_quantile,last_quantile
85.0,4375.0,10.0,60.0,136.0
316.0,1145.0,0.0,209.0,407.25
40.0,3000.0,8.0,29.0,60.0
48.0,799.0,10.0,25.0,83.5
