points,Number
0.0,56
0.25,15
0.5,3692
0.75,357
1.0,9805
1.25,17
1.5,752
2.0,1764
2.5,130
3.0,44
3.5,10
4.0,9
4.25,3
4.5,3
5.0,1
5.5,1
6.0,1
7.0,2
8.0,1
