points,Number
0.0,16
0.25,11
0.5,701
0.75,147
1.0,3530
1.25,8
1.5,616
2.0,854
2.5,89
3.0,52
3.5,11
4.0,7
4.5,6
5.0,3
5.5,1
6.0,1
8.5,1
9.5,1
11.0,1
