median,max,min,first_quantile,last_quantile
200.0,13994.0,37.0,150.0,265.0
162.0,585.0,49.0,150.0,250.0
125.0,1200.0,30.0,79.0,189.0
44.0,215.0,25.0,39.0,70.0
