neighbourhood_cleansed,number_of_hosts,number_of_reviews
Ward 57,"[     3754   1867661   3971841   4190050   8721830   3576139    144553
   3455821 212014848   5207475   9047137   6276550   6053919    358366
   1660844  11716415  21797389  26401485  25229648   4627415  34037136
  16169603  29146854  34976228  29665942   2346675  36025813  32959567
  40493731   5488887  38742959   5741463  35643743  46908959  44497989
  45635922  46210004 156101489  26750116   6577667  18852159  54350424
  50582751  50666938  50712151  16611251  57104610  57490415  31609230
  30146797  42568271  72056833     28978  78299802  82457268  31319518
  33175657   1728236  38332733  96953888  49922273  97382062  76925497
  89624192 102195751  18398684  25214301 102877810 103790499 101863113
 105559373  92194887  83649325  14781663  70436017  26672301 106683084
  23645215  12729704 117927569 115291130 112265077 117398208 119720521
   5816799 121513931  85235054 127553995    255784  92038151  20600730
 147093293 129399866  11396032 138867150  26629453 156984341  57370485
 158675052  37779223  33094075  76375810 157501341  91072208 156733245
  91262953 159411364  69819928   5411569  79243765 160976084   7296803
  54440849 167041366  79322170  68718940 170055841   9692505    397740
 111707446 110133853 143624025  65080919  63125886    577437  45512047
  38995439 114138451 189904360  24954427  22974052 212620345  24606317
 216071932  83252694   5207451 137628179  94024017  22580657 154279041
  37023415 130088002    127446 228997806 237607934 239780979 243254575
 241823163  24225431 249880463 113962558  26401617 258589513  78622596
  17317686  57869598 266562212  12945822 286652000 278282324 145863907
  16487719  22352696 296117390   9496372 171065125  17203604 300788417
  13515628 213872039  26589762  49390233  25225410 233270967   2138774
  48841077  34960709 312500929 308911833 304299888 316196533  22488966
 230218167  63202371  67934696 317353729 333318455   9009573  27980864
 325209920  83704696   6191096  54332505 162987806  26188024 340225129
 155214205  65347889  41967725 161395430 115602210 147378365  48958295
  62919688  70662505 374961204  74443788 374390624 261535066 275098379
  13286229 328081231   8878944 142930850   1818018 127163464  24844535
 399678352 393285908 366492055 409878185   9693636 269426940   9669737
 264888170 147070987  57772794 281646889   3092282 162108903  68261685
  83006992  30441694  62093209 149660613 312905750  61181699 153294933
 433248787  60357586 376691472 339227289  12685681  79063594  13055229
 338929406  51593929  14672295 158598183 451637645  50988767 450078738
 287928601 111611262  48142100 454891678   3961453  55731838 448467060
  17182950 466897108  79218210 466496842  11229735 387728997 472678309
 474167752 473744446 477215657  42915491 465723001   2516345]",8407
Ward 58,"[    89107   2210731   2352753   8727158    692331   9034479   4812503
   7223146  12746704  18047848  22368321  22540871  23882286  19606027
  22228264  21037416  24278070  23233340  24896101  23511660  21627480
  27566977  25640819  33429395  32733709  27142214  28699485  36725660
  36503283  40759811  41902824  41899749  39223762   4614331  12394994
  45311078  48228206  45457636  46865103  36681604   5062322  22192932
  48997982  49905900  53665258  21258524  53895267  43565190  20389323
  54967690  25789542  57897662  61369437  57242938  57423567  57474866
  22750089  64942842  32944629  73346823  59054095  62077156  21581753
   2346675  72127255  49921860  81821674  30059527  82444971  83031827
  91768845  84062923  29205014  71154072  22125049  97100259  99897289
  50335764  96291178  98155173 101970922  99878945  43796512  30896062
 101782189  33806726  10535360 103092861   4920837 105464558 105538025
  71444916 105717675  19675508 107040928   6079626 108825029  39298232
  66685372 106504565 100536641  24194226  60101434  38182870  17865972
 116332557 119215277  49674033 106797662  26629453 145188930  38684649
  82234925 139259081  21030759   6889899  21098959 126220890 151384347
 119878669 148200240  70478184 154566686 136623942 156984341 117273548
 159436507  59285630  99513731 158710101  11384184 167689623 104995082
  94819031 184352101 182628957 189845450 199259323 111743765  22892374
 122365219 110777641  57939201 218556530 166811862  24864621  14704851
 229289446  33621539  98242082 238476843  55747594 247982270  31566748
 158429966  65836142 227770488  68669542 262175771 270465891 106398074
 240655377  83331550   9607847 124936237 186573473 283687548 264892762
 246118652  22833713 111693200  73502042 293893712 135529973  16336062
 306669596 213516359 308283673  32571375 319544627  82678556 236250009
 321480134  49889494  79232883 128238592 319573196  60695265  41882574
  57787868 341043215 346974888  66926129  36762552  33095424  33345361
   1569158  91145068  56868851  59765774  66920065 374772950 105287059
 105684057 391912972 389479024 376283503 239780979  45797282  71762085
  52311852 392390797  53395374 394863283 149662854 428648824  19327613
   1233920 417756107 106771673 432117951 372296641  53597717  26797792
  14893170 106018508 238438010  59010534 230446586  35012187 437148909
 111162402  22369544 127396887  63926722  33593395 141717217  13065188
 444188083 112751765 108225666 100027244  52841334 439998420  63183462
 161064514  47158095  58140437  54575074 130788785 464364754  22267274
 207554867   4032613 101505166 476381263 131715908  13376777  70187180
 478906439  50953632]",6845
Ward 59,"[    63255     73439  77323658  10984311  12492989  20256074   3651901
  15881906  24252423  25498643  25532341  24566728  24572010  24721214
  26097250  26828344  23887383  13798334  32060248  29749787  35138043
  29841967  36032957  25626817  30893132  38670064  23972502  33337853
  43491204  11592517  41914676  38742959  42353407  44458755  45090080
  46646507  45506260  45125231  48697850  47365597  48747939  46075196
  47631506  49772618   8410637  47679628  53530568  47951571  25981402
  60856830  52383438  35934337  53016771  40269328  55116332  39328793
  57993653   6036284  61610399  59547296  49144711   3653467  35574189
  71099488  71432841  40574222  42806471  74666046  50804150  81861634
  72127255  66368682  63986933  87310499  15744672  43913233  96955407
  34181995  97221779  15293994  74090581  98130557  98220577  30093317
 100736220  37759053  40397035 102180646 123645786 101242219  38351490
  99724264  82088705  57343337 105563326  55678782  23399674  67594999
  10247020  23388098  57500414  34851823 108536923 111714681  21488693
  39995913 111709609  80714065  19675508 115307911   6252089  29143116
  98951923  63180241  50431715  13688344 120898600 119925864  49272640
 127523646  91639524  15033452  12326829 145951173 137043661  29204193
 147347258  74248590   8875328  70529374 111284214 147155223  46136349
 148166130  61270838  26626554 148808140 151513975 149522419  12346620
 152359341 158265274 156026619   8111734 159709455 158188194  74326659
  89523802   9538570  85053224 160994860 116480584  83225852  73154027
  20600730  63202371  67308601  21991832  22750089  94355320  63696376
 171134180  83331550 316090139 177350900 202286389   2130784 163553018
  82527065  37310193 210088384  28732611  27258680 211641983  47821135
   3216182   6648528  72711459  40113754   7761103  49883941  18208175
  90152052  78287659 220076730  48303994  33669026 222833554   2136530
  58451136  32189589 221858422 112839046 223604102  44243381  41881009
 230640844  35794476 235626096 102877810  62218780  25988513 161882932
 211091526  28793744 253749422 236799598  38690622 207148902 130393448
   2808640 260954780  50007311  80071570   2086596 275273089  11752037
  33266897  13407637 290721083  64504880 219262954  31466140  34170435
   6168562  88742606 137353758  18054867  63030569   2889281 177821615
 319573196 323913936  42882614 120896999  47246877 225363202 184536295
  73685154 124265031  79192350 178494048  66419701 263293866  32795913
    936360 368104862  18299561  38449579  15552763 218195689 376644803
  53419956 108966546 324817314  23059129  54438166 177094781 478292505
 362363265 345843188 383136878   2076419  19676920  33764327 217605782
 426162369  23807470  24512151  73614423  30825285   7335710  13598579
 386718381 430335557 430624770 229028513  60330586  52726541  60337904
 363323424 434128197 261535066 253191298 157930971  26769755  52749031
 410864582  37854844 434612395  22643831  18133457 335069955  89485042
 451181168  65708592 107918203 125094438  25290207 460089838 179297241
 459253999  38478932  72724460  44342708  19745781 260563132 463591485
 249229846 403603800  42379742  23844117  50626183 239695297 126394390
  55447132  28551202 170159508  23931512  15423114 469747355 478512854
  50461227  24217114 478651960  51593929]",9770
Ward 6,[ 96941823  44052582 153132005 195917698 324004162 215846830],130
Ward 60,"[ 53797108  53009990  96830330  97792898  91525365  99316602 108610752
 107224997 107614824 111088796 128502274 143440978 155362410 155538657
 153842253 175435992 178496966 190988167 100036055 218077051 217898125
 224110447 226934573 235301945 235471431 243331660 242243833 252484658
  53547890  83239970 111503372 308259512 310832679 317453736 268899472
 324316928 328478966 458561274 460850633]",558
Ward 61,"[104344023  10400870  19745781 262925639   6111977 453024789   1539169
   2130446   2339584   4075717   8355528   8507045   8718245   2552971
   4486696   9008122   5510268 153875346    463242   3397090  14643617
  12273133   7560949  16040297  12950140  20592270   6923364  16781068
  21094012  14000100  17167110  14035145  22365330   9653933  20521343
  21638929  22573193  22192932  24407460  23134034  24848052  23281919
  11499957  22692693  26565183  23726262  27142214  30575372  30922130
  28270043  28319829  11506734  31197775  19635214  27983626  29742010
  16670305  26030949  31902894  40269328  36941219  43781199    126342
  23276018  41881009  44159323  38902725  39673240  34889264  28326856
  44916200  45420575  46770868  44278515  13528396   5023705     59649
  46825759  33220556  46280667  47809117  47883637  37864525  48009795
  45498469  49317467  49845726  13683972  51324200  53531439  53539772
  51640190  34235992  51711995  14468795  46196063  50417417  50528655
  52629162  54844340  37230773  50269939  55511570  55701774  55737978
  60650671  56797870  57892233  60863413  50638665  53659823  54766576
  50788906  58551740 383720019  62353433  62751718  57838702  60303883
  60383426  68181540  69160480  65460185  50565489  72993159  69679483
  62233665   4310681  74835838  75555014  55517697  72885422  42896927
  85418598  81917846  90768840  19674419  37639536  61542438  31737708
  87914996  65118431  42514668  11733661  23097281   7699191  94156676
   3224699  94304551  28786356  54935056  77698206  88553744  50419138
  33847530  99032876   8466978  24681400  99512382  88236857  78803562
 103666620  38302772 104607312 103221244  24112336   3932609 104888992
 104890445 103075541 105326684  75101530 108723090 105423690 106710744
  94201481 107653617 110263017  32057839  34103897 111066097  97220786
  12783398  23235140 112828875  22232682  73966744  10033922  37644867
  33823377 120049251 119821023 125366080 119400851  46535810  94728714
 126233372 126395453 122389301 130537086  10913063  50501185  47627872
 128203114 123563179 114610056   8209470 132919862 134269360 134868355
 119141117  82995343  26668354 139443998    122685 125573291  34094946
 146828825  38551690 146891059 104065357 148071414 152696969 341684022
 152995435  35372891   7939387 153354701 119880833  50622017  30429962
 149726178 154188043 109134456  26516496 158311747 154010733 158521397
  41448891  42394689  18957894 157753325  85577840  40113754  13561326
 157929198  90909662  45079341 158147469  89548605 160402509 162890004
 160700148  25016065  61036591 164767673 162501278  24885727  10499613
  24971803 175408445 176162049 165126328  39992878  50124843 179545166
 155332433 166707395  24603467  41736362 182771856 165338792  14053993
  48458142  26672301 117879465  31164605 206591691  39694716  90191399
  38995439 212209221 137095555  34304445 109074410 121849729  94921651
  95286411 109071862   2896593 217413211 217711927    472358 220390506
 189849919 220087358  67291765 101208928 222519709  16229677 127372358
   6194118   6268711   5260835  25122328  22004987   5032712  49862721
 231733814  69772643 235135891 235169366 237466083 112212968  63339950
  56294748 118711047 142744084 239249191    837661  91792117  70316585
 247171935 254035403 254482048 249168986 213881589 251531718     69912
 257765034 261327700  25208560 261509666 256170068  38154998  56303386
   1871116 104619780 279078504 287137832 169021448 278942738 286345702
   7429892 298839462  11007756 299755427   2426161 300006478 176011669
  52961789  17118264  42170423  27824335  37808762  66321535 124810186
 308461184 247973456 235393479 309202001 313093979 150723364  17057715
 299044847 318036967  38151532  49193536  23844117  52743928 322288480
   3699751 281646889  28975778 325821894    186492 266063360   2889885
 340470021  50621189 360459881 111063176 351825274 165761197 164469232
 358045800  13151726 184979201  22750089 368232688 280599782 371145308
  64720477 369490522 373202523 374160885  23813044 376595846 375610703
 445299406 103792869  69314113 377307576 262397869  72124864  21496384
   4592974 300667928 108159297   4595508 262942126  23220816   8734825
  34644552 189060855  28041166   8837668 372873259  65386982 318010231
   4609285  77631543 193797589 388976645  29016444 166725659  36181407
 197978845  17773124 393360558  26049125  50881798 114512078 104257381
   5496544 394787368 227171023  12758629 296296944  12687350 407069734
 152923185 412391931 416889499 151500989  46528073 417648242 402670240
 186466408 183262900 109976440 420656421  88957593 386577959 306404790
 425844855  42931562 425143587  83785100  46146353   8794010 380526360
  64584224 119600111 429641697 144154438 430014308  48781307  89044694
 368373962 132598595 432876908 432837691 109437802 228854170 262061645
 154184955 409914758  26065846  53110905 418321286 128880751    227103
 290095343 383326893 220880816  12050437 110585930  27692376  23643673
  20048728  60893804  76525185 237991977 322230644  11552729  39919110
  88346008 137628911 170727140 449685936 451616182 445816858 408695175
  33877755  40826942 455941925   9166771  22580657  65059974  20600730
 101505617  54325357  73225171 465726128  65062340  76486419 462702806
  25164073 462346350 220566278  23861366 176522549 181047564 110833949
  61741596 401370385 473725030 475597266 429881908  22539011  61768961
 396915339 418740989 207521202 478643334 226078523  52656221   4002902
  74758823  88712866   7112204   3410651]",23517
Ward 62,"[  8293590   8643899   9276519   8732631   2789205  11858790  14662291
  10467069  15414702  19675508  16268898   8592110  16514696  16704672
  21124844  21455119  21491892  19093467  15680573  21775330  21798782
  22078451  22972993  19399804  24582280  26581377  25089334  33253422
  31471547  31840895  31808524   6801182  30492083  39113267  29774754
  37655193   8794702  43750482  28842028  41369717  27728896  38431577
  39063223  42356290  44507188  16781068  45132262  43075725  47005189
  45603509  47438570  10863967  48865788  48989342  43833301  39535501
  48303994  25430364  50899778  53419956    617766  49996574  50009142
  50092339  50185066  50425206  50340629  50377351  42299316  38306491
  51788136  54312476  54438166  54454787  55243875  21370188  55498178
  55236683  61101456  56619656  58145768  33960605  61515230  37031237
  57352140  62093209  25888032  58289268   2607721     77920   8488689
  63128575  63190140  32339713  64370006  67888264  63693828  33876596
  38529703  14523905  62134898  71063665  75374453  64707260  72702980
  89783572   4634029  91058763  32101683  67074002  87299967  84418156
  92434574   4310681  73005653  88639386  89778113  95235593   3864280
 100028954  79479679   8968903  32215059  98159158 100677805  98570732
  23035637  62748673  99194770  99386915  88142287  56236189  70988929
  23839873  57917011  99724264 104632361  37604436  34884824 393972157
  69907006 107858683 111875709  70486926  58533648 111150494 100469350
 112847365  10340875  18461536  62079615  25384389  61048724 120400542
  75867155 116484308 122216779  84077454  57832332   8775599  12346620
  18472680  49978043  51136197  33352599  52605667  38724346  48642071
  66045555  29166430 115164803 130691759 151513760  10345050 154000940
  37440646 107165233 154817034  13630321  66895789  20817159  69312112
  98267172  45977179 111087777  53520076 122241438 160116266 159543644
 165084553  85276487  54487319 170519891  37258293 172032694  12429595
 153898145 183307068  42649567  71607000  77513634 101106771 113526958
  77632092  23801534  49692899 197332214  42500045 204711363  46263345
  34804025  65717059  23411929  23336183 213262368 128242585   7731970
  32189589  32143725  89044694 145293690 221205948  10913063   3810678
 225764384 119148302 232321701 231411081  63926722   8845544 234964282
  39880520 242432663 233272817 169625587 144791365  41508469  60019210
  51291508  10345413  26772134 126735373 260348091   7327254  98165357
  32919152 123002666  32200748 214934596  70316585  66532643 148187369
  19745781 195738242 299429123 299429301 263418772  12598667  16987771
 127014619  48917716 114396410  41182833  26466143 134262092 116352792
 103075578  29083079 185884086 135087219 245587245  10754427  46960331
 337040315 106135009 186188565 103293676 331929405  52199403   4172063
  22428389  35377245  27731649 376989451  67272596  25679101   6269301
 162479750 400263192 399930010 120485340 405719830  20600730  19562995
 264888170 420615902 155090075  26366098 429223436  57582302 430945129
  63180301 430006144  26036533  58132328   2788690 431813888   6112151
  17118264 252278820 373598278  16556250  65708592 440309742 440244733
 441906988 442175718 142186584 182034949 444859482  28787759 121822353
 447522634 446604766 453737788   6750543 429490375 143896171 343788107
 139826156 122008320  34105827  68990287 457569571  28772262  54575074
 465127459  64281958 379546225 120048749  11366704 447507612  67629987
 476565172 120706662 476919391  21912412 345587659 403603800 479579078]",7579
Ward 63,"[  4427614   1354282  40876170   2810593  58368169  65033061  56300727
  83326170  96759075  11396032 111272446 138495116 161947667 164400928
 170569273 165109235  85434090 181241250 182971966 119729610 227808351
 232678974 271031531 270955105 278560622 296918428 297827464  56991328
  30195548  70867844 186565499 305444430 369641717 175830748 375180870
 417785145 427079278 242125047 434725640]",725
Ward 64,"[  4395818  19387910 106474149  68949500   4310681  22741028 293941739
  57784460   8507293   3007248 268173706  67011456 131733501 250645588
  47094653 376353777  35387859 114325037 156025955  23336183    837661
     78185  30620156    100431 229563573 230158584  40826942  30267696
    531026 264888170  40367976  11406020 408522428   1838554 270252234
 194110730   4260566   3642757   5446179  10816726   9985850  11256931
   2065270  11755032 212014848  14551013   2555267  14391746  10583293
  10599394  15570300   9988034   3721571  15671356  17774497  21368463
  16314383  21548383   2596900  21727273  19456124  16558135  23880425
  17883256  24252999  22949898  18928874  24446368  16830231  25991174
  15017673  24870454  26538848  26539892  26616583   3040166  23770034
  27038648  25341970  27568698  27197200  27580492   1517503  30851383
  30860017  24286620  21260745  32181191  26981915  34495696  30721097
  34724831  35379992  32353372  30215043  30275500  25942741  41517026
  31446347  24752218  38474766   9231503  39000679  23437622  44639460
  42735549  39782320  40092134  48490720  44100267  47189049  47527338
   8775599  48571041  47948387  49185765  48047871  47712954  50735401
  22750089  16990800  53520076  13945972  51203290  47195011  32172741
  51787904  50292415  52016455  52237491 176913338  28746681  52904249
   1010518  54235830  55357384  22113238  55393864  35283248  56875096
  61739945  60015427  60018632  60022280  63101051  63735681  68668147
  42930743  59276051  54468137  74086042  69889252  44803190  75691467
  62126298  52512048  73497323  60691301  73159028  15667813  61107679
  91275924  82469672  82691402  15250050  82995343  74279658  81486111
  84304791  25424482  10505478  87892370  82678378  26997808   2227809
  93586978  24112336  86981436   9249174  19719614  99744446  97409432
 100164656  43098008  96391659  67672675  45781736  98600475 100848255
  73066928 100906595   9071495   8794010 102089569 102114392  99375580
  79800349  40271582  51646851 103009855  38258963 103180576 103227679
  27818619  58532050  52213593 105042274  54636349 105427934   5749758
 107575425 107750668  88779215  82709387  83872247 107920663 108110077
 375751485  46531849   1357306 114772802  67271221   8989725 153063689
   9480868   3051948 116530458  23235140  48223718 116491025 110833949
   4294953    382152 122081915  17245321 122784877 125355377  83549516
 130555929  45658010 123723694  50501185 106339468 123064315  25495882
  82116313 133905949 139273657  76169597  30621414  10163397 140921842
  51843771  36408414 145453274   2734354  81051420 146076930  45250512
  70454081     74160  12661166   2204527  58563874  48103449 149282500
 152130029 154035341 158193572 108017990 155589564 155801025 158670376
  50258320 156739789 158734780  30570779 158840548  40844245 152548099
 157597925  93680064   2346982  46444944   7685270  71055478 162589128
  73046333   2975113 141142898  46005820 163311517  23100297   4874704
  10860262 158408903 154533118  44326168  90768840  97396736 165515660
  72059989  15503988  59298831 174513228 149948126  36977517 175590080
  66202867 172123690  63035682  57601607   6871685 180467622  34811136
 177616707  79536428 178363133  81490447  44040077  15405036  81847644
  34346157  29796857   8287346  45187068 196397936 196422290 192449652
 122808387 186044274  48648435  29729443  24545638 228328361  91501844
  14898514 208174380  50432231  78620215 209481632  80298144  29674133
 215316252 209854811 212663685  50419138 215156015 217413211 119763594
  50638913  27091830  16236132  71614323 234445602 204955618 222568679
 222959007  23548073 219301584  71268864  38161074 170684099 226459689
 128578029 225839177  39919110 154279041  23843354 227972986  81692754
 230128556  96184467  24323731 230987846  27761658 151898286  25088561
  66308559 242753944   2711126 239933906  31296698  70957531  62608068
  38726219 150898965  26521060 217434639 251256528 162978232 258816853
  60894378  69597921  28488899 223616463 265839361 266295218 153858775
 262925639  41236448 334271737 259646682  27193904 105029432  29315431
 207530661 207689778  25751503 295478696 125735080  61752224  30820510
 105273083   4330210  20933265  10728162  33904963 132603532 304971812
 303303536 301702265 294031820   4370467  57477594  35000527  26478071
 110787930 158500230  16936645 306868244  13252076  39832951 311550963
  76151674 225179287 308709389 298157663 172787820  22784805  49606471
 318462818 315184640  52908127  96403154 135687477 308920104  21028989
 273919867  89044694 209701963 278801883 333963000 339589427  51768281
  34308269  23854504  49100357 340983591   2076419  17167110 115450614
  57992156  40962316   5510268 127077359 358045800  20600730 206445385
 158311747 125885794  70302689 372370379 368377209 372377206  24177129
 212911408 182020848 376402132 373849027 189060855 135816291  19823306
 208498879 222234406 352853436   5993519 329948046 200403011 172485362
   7761103  47022915  85166034 131582227   7980850  12199557  70279262
 385216041 118504198 386997929 372873259 390260496 161223573 368221128
   6235203 265826984 372239572  26622537  10966343 398841800 401661893
 401675353   9632708 402398688 402712040  11469972 407651775  17182950
  47984057  14873777 200343390  24889466 372996301  77713534 376349267
  74111711 339616683  68058647  29140185  98773804 216257343  23276018
 192803250  48482912 428743522 428944608 133321173 429201816  49691309
 430901976 431046607 424688431 231237500 431551071 431940679 433643096
 368267425  59544410  45498469 138154596  54575074   3541749 427479947
  25596596 318988144  65454482 315240712  42662957  72456485  45492822
 232720709 173314974 121797148 442914899  56015077 279375063  49411288
  15950448 442335879 341927644  65016970 155209383 443968898 445332475
 337033996 378197133 277341305 466702473  26892565   3836115 390093713
 224309063 128829263  34431652 444279925 142353795 105524469 328889594
  21392230 296335058 457236670 110103109  44932497  33186858 459513668
 127127295 456472661  34496867 456885366 463957309 212678680  23572923
 466873243 466915650 438046744  29379423 135085467 445299406 118642482
  61913127  53195053  86089027 119826549 218895537  21672750 390807065
  40267839 476671467 478108268 470889398 184363024 102846055  13432009
 152341421   9056144  33516815]",19775
Ward 65,[228170206 274300455 178792969 313514963 190619304 396455005 462870731],26
Ward 66,[ 29290961  99014414 103849118 114452194  58368169  30363306 313514963],108
Ward 67,"[ 15603137  35309411  52378942  60936782  65849474 113970985 134863381
  51878458 165058508 178792969 229841291  23566386 295976771 280911240
 310374285 293470052 311607797 451311267]",261
Ward 68,[107644183   4310681 130555929 424102774 431551071],107
Ward 69,"[  2670647   4706907   9261843   9364904   2280049   7603872  11959828
  13473283  12168195  14874229  16518931  13633889  17086090  22928250
  23421526  23597160  26582603  23997326  25164073  24818047  27932927
  27998076  28203409  28396910  33513608  34811136  31806711  29778707
  34496867   5029546  37796514  41245660  43836563  43936245  25482959
  26777354  47305438  49418088  34165095   6648529  31567087  33761883
  51785730  32057839   9342116  50459915  50433672  50267040  60898577
  54568723   6111977  10913063  63729777  61264176  69160480  66718885
  73929118  51984884  70097094  70641807  58169939  51489747  76575650
  48739809  85453820  60065444  31261265  24810599  87739129  87870330
  84437065  87736967  94791113  93616114  80026480  97587973  59601895
  32955222  70366157  21822603  48597554  38995439  76303315  88712866
 103298141  35821438 109934718 109953897   8794010 106246657  95755526
  68042620 118660803 113530139 113237249  91633235  47567098  55162665
 120313315  24650821 106864637  26672301  23528728  93739914  49802981
  11627495  50642718  49945027  28348074  46442611  27649765 158821263
 117318143 159284347  83067459  31770118 126847685 162062984  92824519
 165761197 109816711 169828770  33270436  59544410 172313851 177096732
  54966712  23861366  57720048 147505911  35799947  26154670  31288841
  51995593  75724544 201302648  54168358  52062008   4310681 217071267
  51586895 158005003  75919556  94301945 167709963 226192112 226290522
  29914826 220600430 226609777  40301254  86057891 164097034 160906250
 236203571 126012319  23095973 248797625 120161369 250645588   9653740
 259334214  50491924 257304300  22797078 104488904   4884939  11431170
 285589165  69679483    730534 189668866  48854556  58275719   7654009
 303065476  29674133 301846814  86062123 302105297 280607481 311958277
 262925639 271315565  65935712 199871417 323281300  93892021  50548102
  98462037  14074842  22477423 344841249   2770598 369989332 367695652
 185349600   8547867 376522163 200432031  66321361  35121123  21088946
 139390405 114773467  28326856   6580863 386974565 386696735 389485308
  33271219 396586555  58925667 263882384  47948403 400120728 404824309
 279991172  50712403 419599762 403074420  54811522 334643417 420782625
  83223010  34162613  57883214  60062136  92817314  50987999  51286589
 183047051  25667421  22643831  10505478 211604637 237158466 435188267
 117129672  90463477 281646889  79962437 100786205  27749973  11228866
  26981915 446442655  89454209 205625304 445348085   6871685 448869544
 439074505  15856901  10547506   2985994 418761573  92268996  15456308
 322544150   6449777 468508871   2897726  54575074 472886309  58417359
 476061082 156875297 429906185  67790446 477500283 250806812 366098324
 244881771  51593929]",5822
Ward 7,"[266891192 296286738 162398609 107213126 310442675 305644017 175401080
 387881324 410766554 273335557 115771642 447277982 149653343 457218569
 468269940]",145
Ward 70,"[ 26145264  26902503  37954795  34432200  13861508  43068800  15845206
  46461617    694514  66919827  83704696  67456021  92846593  54924987
  96518566 104098684 104843345 106987830 110754085 111889542  72145918
 118632807  95535307 121109694 125157859   3993139  17159152  51979011
 106240556  34827692 117479234 154292270 155225702 158818711  37078461
  19217087 160312584 163476494  96427058 168766394  48881672 183048819
  46710848 109924435 196141269 188527294   7547589  98260684  83226016
 146441562  80914002 127995185  69139868 166366330  37031930  64508317
 237145637 238861080 242081512 234529166 233293785  90929571 252936518
 274965171 257557391 290045643  23062695 183654419 229522676 321885268
 322061834 209677692 188716264 296872962 329010780 336830711  58652862
   2775568 119860177 176195207 128323867  29454112 185838815 216350593
  95725089 405363355 322113378 412443972  93835166 271784694 425584354
 184388924 185472395 398191556  54390165  19209773  59169684 433419461
  14035378 110390428 440428781 442539345 444843606  23144876  89938391
 275771996 458053167 457479160  30368501 150314569 226326304 462169214
 468391219 468488103  13436658 466959110  56457421  47680819]",2280
Ward 71,"[    59964   1512563   2256975   3408518  10008751  11338017  12953112
   6953888  22369544  22600037  23112870  12288890  25062258  25225644
  23702647  33090116  34562306  28879211  34644278  29800434  32656686
  37025098    126342  46216706  47022915   2915241  47545825   1166923
  50651727  60761251  59558312  59420503  55112729  59038613  59287721
  68193916  72866882  48303994  50794697  75867155  52229785  91046672
  41698060  82323878  41336682  57797271  13658756  48325952  96556115
  62290534  78473632  46917747  80702118  99089362 101239087 103931128
  17251817  93427134  24613777  55072091 115010205  50383607   4310681
  42123171 113000931 120327694 102039371  82478241 130555929  47164758
   3007248  21600385 135785359  63171259  92630680  15645516 150561751
  11294341 151048574  12346620 151379748 120584491  59772074   1480623
 150970341 157116540  18343352  96435691 161269192  50209544 169821698
  42950885  91312114  43075725 183058001   3664110  48738908 187534475
 179935724 200597677  43204681  10913063  62357633  75961632  21417900
   8345207   6269301  49996481 211459149  66226443 230615156 177343158
 231484080  24252999 237575483  33274660 243121209  95435182 246506746
 155368246  70755984 183488638 255316496  46917083  44378455  41792890
 166914457 273294763 108968441 274703897  21368463 184826694 298264898
  10340875 290052948  76677036 307821426 294344169  78460961 166976681
  43750555 313277120  56447894  45498469  20100246 326601158 336237624
 138064108 291869834  23490740  79313688   7560949 376586974 374047103
 142560241  50621189  57358578  71608851   6190734  33615846  94011582
 120209444  24348000 110156357 371131569 272920019  58982951 431399505
  24810439  70524100 401675353 432424011 258149227 432895553   2320292
 229258982 172346418 434321783 433309738  47948403  57154197 421816961
  52553662 179112691  64762696 229790491  55096899  76315413  29260183
  66865099  48508455  20600730 138154596 479579078]",3615
Ward 72,"[ 59610357 133213329  48757128  42266389  42994363 269976604 253228224
 284554884 423809651]",22
Ward 73,"[    76161   4940476   5613711  20906206  23929534  24222687  23560532
  23641652   3010807     96271  29016705  29623317   9246582  36197550
  16893240  36499817  36766545  43314115  37574035  37644899  41185123
   1558084  42206833  38431577  48549157  46211690  49319582  50786916
  23795733  54158669   4697837  27320680  55866673  50872852  61473859
  63207427  23153162  13483998  76877300  91079182  50060778  13636042
  66293064  87405307  94769437  95508785   5509428   4310681  56046139
  64920468  98934682   1401279 101640864 105529124 105647956  18937424
   9802816 252334430 109727078  29110733  69328761  32944629  48221865
  28729230 133367851  54900965   6983604 112020617  59582044  43573800
 130851378 145364460 103656395   5393731 151413330 132417012  99980016
  56582209  28976787  47831159 163671476 162184454   9326267 177343158
  59477020  66321535 145661693 207684792 204907804 210446293 222505908
 218590857 141475170 226344935 224847746 228365976 225538648 215320323
   6774239 101455437  21351740  30259240  54996921 110434181  75867155
 285649839 282490861 287330068  39575920  68109125 228854170 173470525
  26405173 310416814 307925881 293351644 188138925  51488820  47081253
 327259400 103083819  57992813  47483135 183153445   3007248 367392560
 357418577  78050323    709211  17703912  52613949 102977259  33349017
 391088607 103964356 265831437 395571273  82339395  88877749 263591759
 132430273  31329342 430827749 104571004 107961212 228513036 118432131
  49925061 282109332  68566000  13700436   1766257 212014848 467338597
 453196686 468862447 242889405 479079909]",2859
