median,max,min,first_quantile,last_quantile
90.0,11799.0,12.0,67.0,128.0
136.0,1000.0,13.0,68.0,175.25
48.5,8509.0,9.0,32.0,73.0
25.0,300.0,12.0,18.0,34.5
