neighbourhood_cleansed,number_of_hosts,number_of_reviews
I Centro Storico,6037,840276
II Parioli/Nomentano,1059,59687
III Monte Sacro,286,6556
IV Tiburtina,302,11791
IX Eur,250,5102
V Prenestino/Centocelle,700,40426
VI Roma delle Torri,184,3202
VII San Giovanni/CinecittÃ ,1151,72910
VIII Appia Antica,489,23624
X Ostia/Acilia,595,20555
XI Arvalia/Portuense,311,12104
XII Monte Verde,821,42951
XIII Aurelia,906,71215
XIV Monte Mario,346,12014
XV Cassia/Flaminia,402,6784
