median,max,min,first_quantile,last_quantile
119.0,91000.0,10.0,80.0,183.0
128.0,16100.0,0.0,85.0,188.0
79.0,9950.0,10.0,50.0,122.0
49.0,520.0,10.0,25.0,63.0
