points,Number
0.0,49
0.25,13
0.5,1628
0.75,115
1.0,12398
1.25,20
1.5,671
2.0,8487
2.25,2
2.5,159
2.75,1
3.0,724
3.5,48
4.0,213
4.5,29
5.0,74
5.5,7
6.0,45
6.5,8
7.0,13
7.5,3
8.0,7
9.0,3
9.5,1
10.0,6
10.5,1
12.0,3
12.5,2
21.5,1
