neighbourhood_cleansed,number_of_hosts,number_of_reviews
Belize Islands,302,27843
Belize Mainland,146,6126
Cayo,227,9118
Corozal,76,1769
Orange Walk,15,495
Stann Creek Islands,9,333
Stann Creek Mainland,200,8316
Toledo Mainland,30,241
