median,max,min,first_quantile,last_quantile
259.0,12300.0,22.0,162.0,434.5
194.0,932.0,48.0,134.0,303.0
184.0,9684.0,25.0,119.0,303.0
36.0,998.0,20.0,24.0,69.0
