neighbourhood_cleansed,number_of_hosts,number_of_reviews
Altona,2,97
Angaston,32,2435
Bethany,5,144
Buchfelde,13,1585
Cockatoo Valley,2,47
Concordia,7,1071
Eden Valley,3,164
Flaxman Valley,3,308
Gawler River,2,209
Greenock,3,115
Hewett,4,109
Kalbeeba,4,37
Kapunda,8,241
Light Pass,5,333
Lyndoch,14,1193
Marananga,9,356
Moculta,5,419
Mount Crawford,6,910
Mount Pleasant,3,150
Nuriootpa,16,777
Penrice,4,197
Sandy Creek,2,405
Shea-Oak Log,1,497
Springton,4,210
Tanunda,58,5129
Williamstown,5,153
