points,Number
0.0,81
0.25,18
0.5,2775
0.75,357
1.0,10296
1.25,59
1.5,973
1.75,11
2.0,4659
2.25,4
2.5,643
2.75,3
3.0,705
3.5,205
4.0,157
4.5,45
5.0,43
5.5,15
6.0,7
6.5,4
7.0,2
7.5,1
8.0,1
11.0,1
