neighbourhood_cleansed,number_of_hosts,number_of_reviews
Hobsons Bay,"[   117431   1628602   9282702   8021212   4450742   2366586   7015827
  11193686  30803019  33313740  23310892  10918327  38981612   3336544
  35334729   4810945   9299376  41869122  23001244  50078971  11090526
  48522350   3969389  53989967  54585047  43314993  51890204   2700040
  64693563  66542861  19719080  38126935  71922304  46036049   4776842
  74069943  96935364  12268177  98157809 106564535 106883994  64973861
  61858406  59994038   2893166  32939994  29302734  26722349 122605167
   6888926   5711481 136746803   3229603 135132122 142552470 145566006
 146077811  61460644  37371854 153683821  11406726 157759568  12165359
  12332814  89980131  18069116 160346992  14410816  33488611 148869394
   7472510 161748101 103614259 180073315 180111232 177710572  20831759
 173932617  70873110 188453470 168303034  89991045  59550581  75810688
  31335985 220484673 217495344 159684434   4257407   3621196 103728985
 236890579  26710806  60831906 244250260  34842535  39864551   8228129
 262931918 270134235  97321972 269136511 271421088 140138935   8826062
 167059283 293526132  22820738 289216172  10657189 299467391 300450148
  27020087 307763943 315112081   7211545 310616140 318591678  18445503
 311901151 325395334 215954615 327604057 342243077  42431156 344736637
  26341902  79207510 375487959 265712790  29543523 220707152 426283904
 239827525  47811215  35347617  63284233  55432365   5749344 119814707
 279001183  14048298 100339029  15664512  40102177   3629092  12380389
 462641392 423914202   4297164  51472226 225178039  32709644  45634702
 475092660  16364674  25620742]",5306
Hume,"[ 16729776  21505124  27805462  12888463  56176927  23005557  69159829
  41972657  37041220 119344082   6170368  75500296 136554414 138417576
  94148650  15651267 114135317  52442903  51202733 161575435  63963391
 170503763  15992505 139405501 186825781 186985400 178719912  41431921
    804549 205051429 224563302 230544178 234699127 238594280 234261484
 239399806 111829878 162357441 250761071 121179149  21786907   7483607
 145448180  41900195  91921450 265757754 120188483 269714702 239177616
 289004930 286853643 185980423 294293846 297789045 273436659 304974769
  25569368 224559655  86318013 295051178 122979750 101279018 231569201
 329824790 335547380 341453925 342472914 279001183  47424142 379813770
 266721622  81454037 391350045  45162696  32631418 388122511 234040366
 157201031 107534170 121462825 123971439 439765786 223440656  48239682
  26757931 243728595 342107677 150700705 455088380  80583663  20293254
 446754115  33365957 463290780 233454325 140700404 465485548 467545831
 158144181  36242724  43249291 469940686 256397531    760849 477313210
  32704828  10417867 233106687  54326129]",4544
Kingston,"[   606393   3579354   5824112   5869866   4143727  21192342  10790163
  10660170  28264206  24301687  33608303  29412161  30236145  29001170
  38118247  46799447  45439682  41362390  46492491  11851694  49231900
  21351096  50702837  43423449   3438436  52246240  57368972  53784957
  31713704  56417708  56788089  61563402  27708586  52305910  64989590
  65288091  67020534  68355348  65995981  68595547  73641797  67794472
  73272954  62482564  78174007   4998105  76253090   9957438  76095748
  86626507  84852280 100631961  97430823  52361212   3752754 101452046
 114397934  22170722  59833593 131556793  47342774 120887845 145475251
  75533205 147353202  65803931  36561777 158800693  17345726  57062885
 161323400  67670340 112133892 162591501 148708135  91428443 127259126
 167657636 163763189  65330648 120145347 137058443  53197987 157443520
 172559647 177969823 179533584 131401047 186168811 178704183 189816545
    760849  40927796 167301995  47088398 206539185  94901173    335140
 219625878  22776316 115113395 146958104  27448000  99170623 222448922
  52343126  61605310 230472604 225335316 147319702  56271808  45356831
 119188707 139941098  21853510 220830365 260712032 267092827 116354458
 178312588 114258298  67835385  77097560 303046330 134953606  10785219
   1576722   2650120 182389559 300862686 244207137  24814727  24028171
 116030493 310596546 135320188 321322643  85532719 327278691 207456097
 298658605 226422568 333906333  27516076 340717218  20382478 155958368
  10572520 205413851 112590385 376088639  47194352 204163681 166937284
 371750281 170651187    799435  29429656  25290601 410569563 258727924
  36677686  51622775  51784844 430149368 136982120 263985347 432683371
  63175219  31191844 138798097 449166341  18708535  17634490  32801302
  93391912  37641026  13726702 424105021   6400630 187601817 250814622
 439771480  18442421 398974631  92609983 326031347  81582575 472468515
 279001183   2844686  23701584  13557307  84437245  55620037 383577337
  20466839  27454314  37714114]",5472
Knox,"[  4889343   5913843  12301602   3171650  28379504  28952941  45108779
  45778174  57847956  62599633  65657997  68368016  76020383  88379970
 101327208 107735353  44726358  69878355 110776401 119505103 132249499
  40644075  48117825 131838451   3524337 143231439 144179779  42784943
  69484151  31183088 132112654 144708531 154520341  27880786  29906681
 156262591   4627881 116167595  85945511  28374422 128369593  70391378
 103522353  24018275 161896150  20871870 170437670  96472415 141692146
 177298394 178920177  18912175 108296136 116013791 204696130 132695609
 206380486  29352414 215835776 127643388 106959093 226237101 100536580
 475196347 189875886  10182913  34791214  64163227  56304883 156498827
 218745702  52117321  70901194 260722930  68810966 292655911  37232600
   1759412 310677174 185076876  98520571 106237013 248166788  89783929
 149494899 381858428 385012703 395204145 365015584  11135339  48017860
 258506589  61255573 229484777 373897619  87143801 458669370  41883946
  13543755 298058732  33083976 248305787  43231799  17441073]",4281
Manningham,"[    33057   6692322  12975108  13724795  18541709   5528095  23546535
  25412882  27080368  17695853  10785219  40177435  41774679  47273799
  46059828  46031452  41045576  33412149  60700650  43050141  69926344
  54896778  33742229  96294033  81743692   7030240  92591120 116883413
 117243387  40395576  23397550  25369146  88652023  18082370 151299817
 147872173  79626524 154124661  23829347 150483359   9571666 156129694
 335130912  50787287  67523331 132900083 159521177  25340064 169498778
 176493807  50094176 176511404 138306187   1649213  58416363 144968487
  63444499 126081514  15361143 113432702 135317100 192203819 190439742
 211961159  54800579 185076876 110776401 135427226  78761806 221657502
 223757117  65700828 227994040 228319649 128501136 230891164 154877871
 230633215 193368830 106772468 242418632 241374373 126519907  15559497
 243953669 248079327 221275711 128320982 262286134  50160604  43181395
 276722876   3264405  34247003 244502930  77645188 182128007 154300729
 196780520 304942652 262902612  12064879 249597589 289990246  84014423
 225058199  89433964 314963924 136692676 324377910  66544186 333941982
 255013133 327633307  25837939 121168361 290628978  53134580  51858068
 384623274 376554936 310343190 384422942 215750094  23696908 318871041
  26992564 117081326 434460512 312453052  40091913  65703790 265378968
 115187723 439614306  61749894 381577396  72386411  68551804 407224531
 458484684 231784734 437324633 466627812  17441073 162043983  28359160
 326105168 107487271 279001183  33170073 418664413 375695569]",4560
Maribyrnong,"[  6689746   3395313   2792025   4542615  10142577   5857673  17268299
  15835817  11432904  20239082   9133421   5700697  12401515  19332057
  19203020  28124403  12263515   9633102  32450942  34537295  27723583
  32727982  40759472  37865033  42948378  38632342  31825650  41019419
  32022135  15167786  46596861   4981303   6287320  42354862  22666853
   5481220  29757611  42964821  48112228  48212991  49210629  19541867
  51786802  52916537  11641234  17836321   7944540  16892203  56402844
  64702430  62052871  56798670   2310701  65335423  20244792  67518341
   2650189   2130669  55315492  96370080  34477758  17095233  19003686
  98125128  22073691  85063837  60887220   1037871  51246914  12940601
   3846223  59301951  10340801 109534738  40276995  71078956 108508775
  56438391  39802109  66685667   2078748 126398809   9239681   1874647
 126345887 123146668  24944182  24226357   4369157 129474070  83299822
 102592080  40910863 122979750  45928773 347595664 138595992    787760
 137786023 126540899 145778952  66915042  65527701 152554909  61977735
  13090273  60145749  14108089  24115774   3846902  89622179   4860806
  81425537  60717440  10485247   1201829  14059214 147353202   1538856
  15653950 178383372  33352294 136560215  29133520 189844977  71037466
    543946 174876268  15316370 204167347 171235198   6815177 188250543
  40512478   1632758    635136 219052550  32344183 223727635  10975182
 109301258 107071052  56306375 143066648  68771113  71396690 229007915
 229626269 232703428  16984806   3221980 233694594 238425741 233899327
  87204324 178565501 241221283  69303743 172795655   2289794 252915002
 137602103 103875237 255716386 140364971  28051364 131613616 250219966
    917859 265162509  63948961  23371088 273197108   3296771  21019672
  22025794  20632743 239096068 286804065 176469034 163242300 295318273
 205778043  48653596 297519031 299601665 262881675 303564562 302486147
  98849231  52647782 230044911  62617971  28613139   4167913   9180862
  55121193  32731853 317272919  26710806  13442073 122339898  54324322
  61038132 224279609  20031184 250749006 324380552   6750150  74106601
   6261184 227953900 330096609 334164277  49747045 229484777  48099878
   3667094   6188693 345651220  28941263   9860220   4106489 279001183
  47281056 172792148 289216172 391626253 388576730 118929255 398678290
 123992521 401667352 372213644 400209550  97321972  14385617   4954917
 427468185 390002902 352099084  68449730  61284576 412803321 434598825
  32570599  81412240  33637855 163547308    238165 435255323    725509
 157873105   2614458 382336985  10766457  82554476  14921411  16364674
 237516916    284821 451148619   4805292   3943848  45504041  21760029
 301778313 462422321  42187118 406691409  69272508 141939515 377079699
   7937349 158905245 145750337     21345  46927084  52604901 399343241
   8211978 307422172 222808450  10496838  59405064 465951990 239827525
 412159033 100706055 165550121 153189849 329311045   3629092]",10237
Maroondah,"[  8096480   5181787  15209825  20494571  20998360  27810544  34690738
  36005104    182661  44241610  37212153  56554424  47444391  67678991
  23835219  66372958  43050141  78068983  81772437 101596794  50409774
  99833533  34415746  78067436 127181081 131265600 133626762  24342317
  45577705 151331698 162960068 123128956   4579517 157992047  70727839
 120221379  72393270 112830154 236860954 128490905  78514567  45784296
 246056886  70850545 118009431 255533760 216125206 178334011 298206690
 299202233 200059681 309041915 306671332 185076876 338229035 336471543
   5492072  26927425 196072164 377440935 231898435 387672157  35912063
 124365606 234856618 175737382 208362850 451421117 456714283 374498477
 191113055 472993111 328915538  57803310 478489892 338070207]",2038
Melbourne,[  2705870    143550    190879 ...  27769418 478737877   8415128],195080
Melton,"[  1407948  21574284  31637193  45700523  31045117  20661915   6381388
  39577532  93746214  39301617 118901243  25822511 145913736  27769839
  33169641 148869332 150884649 156596380 156294914 175956664  13935098
 114582974 200139985 204657182 207251586 212968924 112933412 219032456
 210073752  54883749  68316996 253195631 268666048 166313567 256348425
 240113169 311306784 270659398 327944808 273436659  58557091 344982573
 298725305 382929044 162396359 303017593 108782350 391058166  39669873
  65524367 402530386 329130627 441507224 448495037 255866936 449803755
 456695457 458362447 105969199 409384910  21575724 377072737 392799193
 431539987 183458970 456237737 296439028 104683373 391514223 364415445
 244262768  26500795]",1785
Monash,"[   189684   3304934   5492859  10865398  16446492   3619681  20300233
  23730603  23838855  20188286  42175040  37865464  43052579   6708388
  31816747  13517412  35624660  46211950  48033106  11802678  14145716
  51373610  51625191  49839162  52484376  58377062  59807809  33341783
  33631070  64737468  68620156  69699738  66850875  74773970  71734207
  92365193  86818650  60879865  83653581  37307177  95046894  97548264
  54143437  99842613  47746281  91148212  52439642  80595935   5220214
  20871870 132592309 132561936 135601025 131023544  25963686  71369814
  44827592  69711515 110216592  54456559 139162999 143071030 139605418
 105750153  71259260  61210987 140135873  51034654  55994854 140847636
 141431647  33012824  31109797  34771390  15832332  52349881  98350199
  52900916 149493016 130820400  99833533  69455482  61014038 157201031
 157249566  56664227 123091621  52745704 108147666  27502153   2465850
   3705456  16159462 128954626  48976121 160011213 155629820  60669878
  51690122 107018278 164604238 164945872 159935091  55334032 167433132
 112222748 171725423 172565861 169588895 170517574 173881517   2478739
 174342757 180242068  33692081  84574930 178726079 186180034 165360080
   9778122 182393811 169962232  90434097 102556944 199213741 198067481
 202672730 116402860  34266754  36825161 170897284  68813725 154549102
 123394453  17895640 212061905 215448852  33159905  12820695 216719436
  23123698 216808933 217972266 191732745  29240532 153463800 107169926
 221652855 221673717 219855444 219620707 107416974 224902251 185315194
 222123823  87642556 234465583  20843036 231235678 236239994 136372838
 172764946 127259126  54940333   3038131  11491071 105787110 240730699
 246074884 120155876 219156491 218745702 249353693 252753935  64243058
 248718732 122606623 114909380 150919217 192248057 252297574 213225288
  53672324 178565501   1448426 251048532  52072882 235574374 162204996
 191092368  73452737  12945575 258727924 238230342 167644392 203003131
  55621164 223089136 104988611 210291823 196335073 292673147  33891956
 296665659 136182891 304027760  91193456 302873605 303185788 303544595
 308078170 169160233 307987041 308189231 163568237  88389439  47370054
  10042213  49372696 100718269  69752814 314668017 260053901 251422605
 255013133 137771001 314125139 316034520 318665275 151057867 228291553
  27757991 330604144  96942813 332438789 107873646 302641651  94759771
 333906333 130712599  48846341 336499864 211898995  38532467  87916883
 342275274 235634551 185550367 292060789  28594110 142695450 263595990
 353516321 366089933 378878337  92431976 377729493  93293361  60650592
 265375783  51622775  51034168 211988991 383994894 185186970  45356831
 105860152 378418729 240550890  78404693 339631990 205464469 394562813
  55324450 239827525  89783929 133233510 312453052 284364084 239211141
 412803321  38927964  43921632 379802843 431515152 419710924 438087039
   4377183 431137028 385574531 157891846  34570204 192365568 436606135
 439614306  25662551  20047481 224077073  34247003  63681364 444839915
 318624993   8321728  57207138  72814499 237074676   9978570 462358145
  94685909  33014417 132446495  49580189 212990187 468813490 372651686
 278032780  53624349  48157710 471121001 474091521  85705998  78978124
 426577942 252472288 478047872]",8637
Moonee Valley,"[   668249   2068905   7277677   7517450   5709742  21189370  30869581
  29969336   7645550  34161600  33542337   3266703  47669932   2234226
  17586181  20053328  52838432  23232857  45308918  45543964  19469595
  66546695  41667028   8668867  68768704  58974898   6017549  16475607
  74051328  74711852  78698731  71631993  56384042   2302916  91724207
  36259023  63679227  94115930  13329575  96876676   5511930  46198406
  24808617  77147130  15692690  45577348 118899491   9196139  37739320
 122382835  92511739 124518025  25261785  64904798  41884573 133046226
  14665975  81753921  82600244  28662016 143248305 114785930  26722349
  48809303  48021886  43167747 148468823  37972027 148704035  50884502
 151460885   6809899 136500749 153548550 155576113 116794090 141086552
 157723424 155348880 159281421 141487921 159554719  72392607  76501169
 166332063  12487133 116055177 168222594 129311009  36329659  29349582
  74579607 117968689 342407680  54172235  72441052 121134931  77096458
 203102722   4442170 198566402 121594282 211980318 214980150 215996344
  48123226 218163783  47084661  82808290  56421152  36833144  75664245
   7249259 154877871 333668819 246298436  15361143 237371391   9041260
 194245693    676589  30513917  88202511 161043043  23280192 277793849
 133423979 209606202  96203276 103070616  50262127 188444932 106869459
 139046187 304783688  18432745 310126198    760849 303596830 103799178
 304412772  44622476 303192613 216280079 160004102  11013590 171413751
 341672962 326530921 115311257 279001183  49842213 177709354 314544257
  33799109  26830613  85705998 236268334 221303485 310101777  93391912
 114897425 231994316 222122454  67533786 401992671  50703801  54394750
 404085006   4177728 157873105   1969798   9885145 109153346 135470153
  18439888  30575956  50322134 104406440 400209550 114308475  39179954
   9114566 348505779   4810895 105267238   2825000 244693455 448134480
 450519011 447995996 107627222 454474512  37365691  31763755  59812745
    617776 434610275 459808399 461027771 150644759 206627892 464508877
 145750337 110544749 339788851 429608664 154659204  37379971 470130575
  85800398 187496443  33544413 376934461  20989066  10766457 184887870
  28270973   3885225 147353202  26868078 476740251 478339441]",6161
Moreland,"[    38901   3079228   7208325   3871035    971810   8982213    485320
   1214242   8968154   8904450   5261406   2225077   4409445   4177728
  16685808  14142636  17901045  17906134  14907710  13627627  10457847
   4205090  11406910   5911442  12293277   6706746  16072238  23919024
  13840654   6216277  24136671  24213852  24278290  24296981   2433516
   7771772  23718480   6357134  22282196  19945667  26336840  24853095
  23787702  25087514  18776201  22229284  23642223  27451638  13755451
  30440408    200780   2052776  28943958  24430874  20875401   7311223
    607081   2994771  32108525  29484065  33944855  32454831  30327394
   2162193  33100241  38650254  15032710  37213245  33559438   8981517
  39082587   1533260  32996202   5343498  37230193   6343037   1175624
  37843492   8879811  11400271  20342847  40908292  40477746  22942085
     23632  43467840 335130912  44982043   1090573  31435736  45581182
  13760417  47508588  47536942  28367253  51028775  26809892   7784483
   5370402  49660999  29586016   2306223  45624751  42562580    536151
  35250742  50632079  50799222  49972606  50884948   6509241   7974196
   8982010  54016388   4188276  56405638    235291  36918352  59810096
  64469518  59829186  32710028    382487  62341438  24340607   3621196
  27386557  10626857   9972143  50546052   9393857  14302514  69488382
   7601637    658888  77117190  77195409    228015  77585830  71895643
   5029903  72433496  24779335   8735397  72806452  27087726   7886382
  13293230  22909050  16198749  25734753  59231056  86667840  82037809
  15791875   5829226  46428601   6154982  96133441   9780353   5453265
  64119059  34870097  18186795  48301785  13632895   3572973   3172599
  26441589 105788758  23274288   7392630   9181416  38385497  36267566
 110586041  36661099  37176626   5841885  34849737 114448517  29771557
  61906012  14829276 102013234   7783553 326530921  90729398  93569562
  57712264 121179149 108619303  17273395   7400299 125264177  45961916
  13478607 102469836  43752884   6140067  78372365   8751940  48631112
  23226731 103329622   5545867  76669858 137171403  44323684   2039786
  55604528   4944421  28140743    612266  17464965  65956776  31249584
  22515003  34871624 141916394  43641620  67019598  15049435   2178452
 100603910  17896583  17288835 153574787   4172067  62092189 154307846
  11557213  44985177 154383961  23500098  60424598   2444741 157662858
 103066509 158629377 156270794   6679847  45780618  11737859   3384340
  69892387 105487684  23035314 162077294   7161879  52931390  65540712
 163623756 154659204  51518193   3689802  11284385  33891422  38509634
 168033101  21058208 172580046  49045701   2821481  57486837    573628
  11855613   2147240 142763336  36677187 176854653 461853213  47721600
  33483795 182572331 184737214 126932715   2476849  22124130  88474747
 187757701 104836989  66690170 180786410 177604349 191272113 163639268
   3686712  59406118 158364833  73137308  53081836 203046903 136091380
   2794544  71042301   3436515 101360076 299609324   9393609  13837550
   6747240 154877871  32458390 208658070  62089644 160676633   4784245
  37085950 217549038 223417129  16382310 221917447 225046690   1280413
   8406316 222650597 101025948 226916551    630877 123414386 122288521
   8784947  31765057  49829405  15650557  84595797 230766461   3154855
 218829696  33000793  29618821  93069763 154792725  42377412 121790162
 140597204 244173029  10708410 242240135 228337464  89301906  10688547
   7274170 190873837 253526873  95766508  45356831  36103533 144980189
   7766724   6282368  67518925 156095360  67219331 258120982 199122282
   6248166  51388860 263197788  22155576  17952648 125739935 251487783
   2166807  41145613   9377050  27828440 272402840  63711381 128073841
 177566827 221798940  66021376   4032931  17668908   9297441 174865804
   2152173 207981804 171529555 211994877  86259393 276429979   2591400
   8595479 118763245 162014698  81214003 277057023 151179726 124020144
  94414297 305556032 124944556  24605727   7978837 132163741  11135339
  36308923  91254109   8484454 135188846  50627783  96611642  47798218
 311718377 313158066 250804796 283909492 314087022 164411470  32832483
 127111239 122778559   1815797   4400317 245408862 229027940 327573538
 206380486 334812918 249198395  14210934 317309077 333906333 335750089
  68583245  22786909  74947625 106360158 341379111 175157224  74803857
  33959202 344002418  59345021 100443410 351049564 350505888 365387277
 373288406 252658494  14011158  18144562 232485694  59516844 279001183
 184887870  11286516  63160038  77652719 152640623 229662535  26276256
 239827525   5927571 375242615  62303464 300431647    333929  45235132
  32740315  17566177 271966418   9640563   2500972 366682828  22188622
   2702436 414799922 160004102  10377150   2573010   3146293 429876907
   2832830  28819735  99997122  14699052 235797532  68995597   1801903
  15914868 145898377 229050629   2243975   4255802  34666483 386198695
  90347787  79124031 374796158 152272757  22387026 444987929  30512301
  42244009   3356153  74383512 390190584 165531380  53357774 448691272
    221984  25523448 241175401  27389655 450883921   6124629 448483227
   2910294 107514940 222643863 162581342 454953326 176661841 397580537
  93373969  91621908  15826959 179687391 157873105 458178818  80825458
  25611347 393990420 225058199  58642239 172121215  56794931 104431444
 310389460 303963299 303596830  17788059   7943642  83640385 341918747
   7833225  14783151  29753711 338200563   4843206  18080924   4563107
 194159858 112337263   7139669 451622956  98532847  11216944  10401654
  67533786 204163681 465657121  86807115 382027328    380898  84982379
  78195489  93391912 477882631 189144541 478634444 412803321]",17706
Nillumbik,"[  2001917  12519742  12846325  20241750  34436217  34735288  40145650
   7600530  36172263  13466625  20342358  77998382  75849656  81598239
  82768400  25417388  26976138   5296670 113166295 126346422  65442515
  62993865 131423033 146400505   6826423  44541798  19066635  50222711
  60452874  17181757 184196149 196759332 132896380 197033092  50849282
 239462156  20097214  44983729 261933111 291183384  19674758 305632268
  10936360  46767504 189510223 149661704  60864931  22369809   7788459
  16365554  29824290 151730063  65285319 194576124 395219765   3478219
 111717416  19809118 431213845 418538369 109703161 116649114  10441624
   6537771 352462007  33486464 137278159  23273627 415772794 229956580
  13654382 158151253  18032943  34089182 156481198]",6318
Port Phillip,[  6919472   3119669     50121 ... 154489749   5381633 154110530],60760
Stonnington,"[   440653    419767   3542892   3721646    203738    291232   1318256
   1608157   4910818   4255185   7636153   8924888   4731740   8996977
   3705064   9028154   9221368   9269547 139357999    760849   2053500
  10399225   6610760  16640061  13206592  13082806  16736237   2521909
  17237792   3670333  11008407   6664455  10159925  11501564  10770721
  18362775   7534283    775684    882833  19362123   4423134  16312308
  15746085  19508322   1424257   9651569   1739996  24093889   8747189
  12269875    436044  11914644  24611108  17474993  18679263  22701849
  22417514  13976556  22176940   6468091    716304  27513772   7818857
  10190138  27927542   5411839  23121575  28792959  27141709   2212165
  33398296  33539920  29135997  31683992  33893415  17315834  20501474
  32739788  33017504  34623362 291711337  34887931   4387272  38639356
  39687091  27069302   2989650   4888042  14309325   2594260  40595688
   3476255  42626764  40920878  33410948   4800754  38140453  29008039
  43397633  41762057  36487352  34479339  43249358  14561229  44123449
  45264999  39796116  30033440  42164197   5344672  23200554   3655971
  46183136  36746255  42629347  38652804   2024356  29955433  33394437
  48719654   2974245  11025170    314762  49140539   2459844  49373793
  51269089  18231438  51359985  49589358   1460928  19127044  23253717
  13139069  49746770  51646661  49751711  12016338   5410392  22837128
  48123724  50612175  51862922   5805302  13504794  50625650  38226744
  52030951  52819188  25335980  52478167  46816483  55216458  13139587
  55463048  57316551  23635753  57580226  52616652   3058834   9450738
   7456649  11083766  28112146   4152428  35370298  99266187  60840517
  63687508  59815806   7808750  61178492  58223971  63852036   6746014
  60013313  60151724  60283881   5353624   6628497  64477515  64676010
  62157143  35547112   1414704  85705998  65151990  58536113  62308719
  55739099  65663745  38218475  65986682  55640050  66028957   1865374
  27761091  19705224  69885354  69500434  54543083   1037878  76450298
  73882393  45128563  49596910  23838104  71005708  26607969  74906618
  23505876  74902294  71695123  70471649  77670627  72065924  77997188
  37636572  76083465  76271947  39081690  80640249   6150339   7624407
  79786342  81362600  44992189 431039793  74750665   8126320  11737644
    234121   9570879    470304  83883620  20293710  64359359  31570162
  25437181  68518035  80146835  12980247  26092042  38194647  64880966
  96399473  75856271  52192080  70293816  98981235 101995517   8059003
  24558865  32461639  67886326 102922455  99969990  44164045  96347964
  24087654   3081458 105784638 103502754  28197687  50329506  33082075
   3556430 111495545 111686167 107667182  22905135  56443629  19551048
  61736363  34247003  11669182  56941370 113860100   6139671 113897444
  14766690 117537156 110724233  12678912 118741239   7364869  60549705
   1433877   9443132  52474780  23326235 114308475   1797085  32034908
   8926396 124611811  17440590 122422905  21799328 122461776  73514165
  98302919   3469190 101480592 128925955  46769195  49917338  31621475
  34629959  15651878  55876849 124508606  31838290  88236261  17017364
  33880292 133443644 107975417  10042894  30334364 134624526  87682485
  96144848   8222187   7325738  88582449 137558184 139025422  17060730
 116781641   3860893 143428680  49064507   1649158  19802558  54437428
  25165974 125588427  60112441 132738565 128652087  61207690  26379714
 347595664  31634799  19944413 130076093  25773452 147404372   9932365
 148595878 148538156  55843118 147168851 106472761 117385900 149187918
   3191098  26066588  14916422  52358002 129251318   8293898  35265711
 151058460  63449829  59479953  46425801 299609324  64130137 155981720
  51704371 157548543  94706024  24243755  22642094   8047158  27719757
   1386428 155058802  54403128 145512689   3465281  39077234 115091278
  21668642  22974325  57961383 160274141 160397754   7100499   2122772
   8718476  72204079  20956191 145737861  48639391  45356831 108288797
  18480350  13253585 127649717  84013103  21891763  61490324 115078750
  54835634  16447712   9481452  91709260 164248117  20693954 162885760
   5369290  24267059  46268148 133509969 164940891 164956312 104033828
  30818293    246661 103265932 163290594 159087603 163361511 121975205
  11457699 162966886  16761708  25290261 147613002 169425642 172961728
 135287486  48050768  61725234   6398027  23602072   8638906  52634945
  87914944   3555107  80196843   4136733 158695736  35745831   3518112
   5823372 180849505 182700888  25982885  29004092  41230377  42124012
 181710152 109543001   4950130 135117464  24540332 186330895  12993063
 108731210 190245944  25977391  17272671  94917126  57591493  31266669
 188392358 279001183  92793897 185412178  29839608  29964258 106469707
 121608711 110775573   4647935 196993962 195070304  53997818  24027409
  11250637  62345590   8250963 204670935 134645623 211252037 191048211
  13597010   7013795 212558156 118868189  96746696 216332608  67722948
 213681126 139996844   8654217 217149386  21831881 149947213  20794883
  49763222 221476947  10708410 219328664 223921276  14702909 219986826
 221785377  48021808  18065212 206128393 226598583 195031844  11125751
 157201031 177045587 228814071  10953929   6676972  21972309  72992220
 229142385 198341182  54018919  27067076  43163429  18710466 224893243
 227514271 126819013  24352759 231393531  23015197  32029264  79743215
 231895998   3199414 105385237 181414622  58666837  10285191  34077897
 118503444  54698159  32513374 237185452  49900520  56791820  30457285
  54922321  23500953 103612020  52829320 398720554  21548105  89633709
  98835919  10085955 152326025  24258929  85889420 248506292  60851312
 194405811   5183218 103261983  20821603  48427616  91213731 115113395
    260754   1002403  66668391 117492679  24428924  52906920  14341623
  48837485 266232150  58297869  34153581   5383441 188390311  49375203
  49215704  81031443  75396763   2901290 269139229  93391912  51783459
   1742140 154877871 203175549 276461834 276549912 338905680  36754824
  67108584 282364028  26722261 288080041 293526132  31813931 228501158
  21472742 210843651  57826517  10441624 280024895    452027 295983663
  56402785 224541829 117067875  52603331 102589514  37853376 299365771
 274659009  24017734   3896937 133232248 299235960  86349561 342005665
 300448990  52215589   2929240 303317638  34548523    923202   5483072
  84386339  37363054  23587520  33413578 243848944 118602994  35683977
  53518994 311052637  42945499 102032971 238979339 310058547  68118526
 111496111  55324450   7909189 310580631 310583791 311463578  17413789
 250105281 311703657 311881601  43971137  21767618 317572172 184030870
 315941031 227087118 321322643  29502335  24392422 317210719 169877765
 226731535 284666851 322826880 314074424 326596738 204615554 318665275
 330081065 316944324 227964279 175174797 334848106  52739786 284837767
 333906333 233590508 334428347  47015664  22904963 139997494 137620957
  31020519  95967382 275482137 339845192   7706688  83120029 238432315
  50682871  54311092  30544574  35372571  43061866 101433845 200389920
 326530921 147353202 351287695  68632483 359369201 360579465   3521815
 312678151 103875237 372493945   2426466  49062157  60680761  18178657
 272891289  14916634  22913726  26718094   1646368 139976918  31312908
 343442154 354885434 152113578  68570801  67533786  43818693  22316456
 105900330 108083073 385660294 392453244 248124328 391911085  49758023
  11469065 399777805  22630928 331829498 112337263 345166445   3546077
  55440327  21384743 241824144  51190683  23805068 104431444 387672157
  66936964 104970302  58397311 214035363 161697557  12590811   4812252
 376934461 342154174  82953152  13513225 240588278  19435409  22875412
   8167115 380846614  61893086  13911931  31384839   6362192  40395193
  37942347 432268990   3667094 309293474 410241324  65032453 297512659
  17502759  24832677  36431833 215750094   3979703 133494514  22513795
  47743516 435313946  45794207 392276355 438991425   4974966   5369035
   2515576  29485019   7375799 376048315  54096092 412803321 364605975
 239827525 393990420  12744529   5873069  38186955  67650696    528837
  83811096  17634490 113757599 312453052 447665430 154110530  97722194
 339788851  94590715 439614306 418977175 449160299  58648224 170132646
  39890563 475196347   2058969 269628566  29079695  48656487  18424950
   8117376  23093894 371833777   1300846 451170252   3897752  68047493
 168964230 160004102 153418858  20832693 117069319 104990095  43676353
  74101744 413041559 451276628 177401800  67660935 213225288  22522652
 310633826 245470018  17708440   8100644 433524171   6268084   8560350
  23946728 155404054   8866498 226143662  26189940  21189450  14498497
  55666650  37207584 461418323  41608588  68749128 230322133  15693836
 461605310  45335433 287235701   4185703    913443 258727924 270648826
 463015892  17714205 401791755  79634491   5916279 353320390 313327657
  38408826  84570024 465309563  16974822 200229387  26084176 196900569
 448981445 319653935    449202  19143665 311062479  19622271 103961274
 469704481  25915943 451898450 471541656  33496672   4148860 185561545
  39368344  33007128 260103550 145750337   8058991 280890203  19086787
  96391418 449002734 214526447  13334984  40462650 301778313  49516785
 298541392 330033993 477320881 308397896  25671933 188940143   1205152
 104822235 235135883]",31442
