points,Number
0.0,43
0.25,4
0.5,579
0.75,133
1.0,4601
1.25,25
1.5,598
1.75,5
2.0,6599
2.5,651
3.0,2866
3.5,448
4.0,1120
4.5,292
5.0,468
5.5,141
6.0,206
6.5,62
7.0,71
7.5,23
8.0,35
8.5,15
9.0,18
9.5,1
10.0,6
10.5,2
11.0,6
12.0,3
12.5,5
13.0,2
14.0,2
15.0,2
19.0,1
25.0,1
