neighbourhood_cleansed,number_of_hosts,number_of_reviews
Maxvorstadt,"[   630556    938552    972992    976581   1041701   1133538   1041450
   1765606   3024324   3353275    695911   3569761   3577420    971744
   4951962   5057324   4508751   5443130   5472671   6900485   3899607
    278176   3074606   8876094   9371029   1009438  11930634  10266189
  12860850   1786432  13738205   7825351  14821867  16076886  16277262
  12791835  20570655  21279736  21513269  24859869   6569200  26514246
  26398033   3729211  35193487   6653021  12575663   5862606  43741967
  44068745  16449295   2552523  39296036  49941102  18432889  28877628
    991735  15953733  54234408  78554275  63858835  29342832   9763454
  13640255  10370139  49186803   8811933  96937247  10508226  74184398
 101926007   8789576  19575465   9185463 110915231   2503573   4965921
  32591002  75353292  30519957 119010370   1189441  60032326 121483358
 120085104   9135061   8717070 116356696    916825  32639203 132654515
 135046392  42448814 122093346  41357552  40584724  51733546 153287069
  18557513  12651183 147150512  91798659 147811060  58152514  21475654
  85340223  48047087 151361729  50581604   7379437 102407770  44860280
   1068019  74608099 108485225  55121579  36024974  81070651 182249853
  91477384 183692180 185787883   3437658  50355001  23900820 193451993
 193848865 119253700 102899879 198660304  16752667  12594675  61809857
  33762163  68873198 205440038  84821082  44820719   7901771    439848
   7378307  21298364 209689054 114002648  11104640  14985253 210696543
   8543123  78091500  28404060  66536648 214258813  18472267  24888791
 212841527 214979960  64528113 212825855  66922377  53785656 216167391
  45207222  16225021   3304375 217855934 219627757 219638492 219447456
 221404139 224010530  43360234 225412280  25185102  40677631 231419216
 158159465 233797491 234071856 235195827 235416115  72260519 242027045
 242482729 244333097  25171103  28046076  11256093  39117625 249567542
 249801559 248818311  11577569   1621313 251342360 251707687  31767948
 254029071  31421671 255317802  39367376  17436046 120035545 261196590
 188180007 164664212 269570318 187259907 272655171  30466396 143534126
  60599330   7055941  74589911 275962914 138519792 281712148  94354244
  20358004   5060046 157508079 286712526  10412701 264240646 287867664
  52800186  67959205 290980047   9673959   8437627 293900243  35682270
  22427623 153278972  32514773 296238874 296452552  18883335 297579671
  12999021   8922509 300805526  69338186  68399981 307194695 152311929
 314100795 314415191 303919799   7328812  15961973 283993420 318905599
  22604394 327619441 131884773 257022731 338946334 162920897  51431211
  38447037 354333116  78488775 357851933 129662445 289678080  27636427
 360839213 363628685  65578339  81831021 130890579   1556924 215733848
  46933143   9654977  41435942   8916815 212312792   2510639   5575619
 380795257  33303742  74448648  59847571  17190587 223973511 399205989
 127890143  16234401 402394850 166994342  18539837  14514226 189206411
 293680128 133078476 345177836 259968365 407775833   6491189  17258683
 248057901 104279884  38344210  72928149  54239071  42890967 413659431
   6467185 196550623 178775825 218374728  59121180  24936234  27197104
  43914688  99855677 324183510 419888495 346872055 146200788 365567905
  71004711  28047755 421274180 155726589  66925430 425407413   6274791
  41739903  34420728 432288881 432649636  91655379 176943531 205727861
 418121769  64124497  70371073 311773860 369713735    774787   8554563
  44228897  85745479 448713237  17510342 425421834 149986921  36639255
 121726155  13340667 450583851 274249441 454067093  35348605 126396998
  92742112  29636362  40020481 324928081  71947431   1122973 332487055
 435823882  41376126  24225595  11621205  62097981 178503114 325191535
  21579644   7823307   3279239 101530913 434487590   2510496 216101993
 158725325  85049001 284566299  20255492 172370379  36599515   9807789
 426055155 102956106 416294103 103820663 451174369 471621066 106785943
 471857567  52981690 265401840 241270449 430020007   8573059 472846799
 244559024  82620592  66044344 473075051   5399604  99802310   9078505
 104222721  10791083 473821331 443232473 163137404  22145888  76182051
 115225096 146498907   5878369 399990432  43834526  19636628 156424629
  21560841   8256368   7303495  61992948  34540456   8917674 103803939
 475396028 442366701  73696414   3876553  18626675  19692408 388508216
 140741186  67549176  11202024 476502852 433348356 356181263 476629086
 225757581 135095789  88888779  34703081  30370760 354950624 362342254
 179148007 442623189 477187041    396736  20473565  60975497  45008147
 477503992 477514096  67771941  16389171 477627773  54499691 250552501
  11822781 477855164  46870351 408764856  79095936 477930651  60648574
 477296687 459720476 478077421 477572372 452638240 478354352  14280731
  68809617 190010150 478535033  28771635  25877804   1212524  17677934
 478786592 478809969  91212715 466305601  85452389  28830517  56906075
  33974151 479184472  89266713  68694497  16667133 449851474 103644074
 205692170 467557035  33790223 363663063 393837113 180460166 479659918
 105228737 111900941  20422877 268401470 213976196 480149351   6703428
  88698085 480279084]",17002
Milbertshofen-Am Hart,"[   976981   1210398   2024648   4725664   8192308   8542422   8559289
   8694541   9116472   7567345   5856324   1993183   2690936  12980069
  20919808  21307924   3037887  30952881  26096429  24973373  44555893
  28217967  59709313  60103317  78060962  82644227   2312685  94655936
  91595585  95548052   9786378 127411934 130583012 139108308 142255485
   9526461    971795   4532185   2320870 103445325 137466657   5166144
  35856345 179589237 123179351 190532912 111115826 137459430 199524737
 204253417 150800717 215234634 187519223   8645725  77434338 217246088
  50187624  37611531 231241109 234048134 243251465 244094326 245545053
 124013012 135728120 250478701  40338772  67325285 212778817 266674560
 236710349 279950618 138715364 287032828 286887215  25556273  52981690
 289460302 290289317  10626567 184859505 291238984 289339421  57859714
 294453176 135630491 208020331  57746994 304132154  29940146 225286183
 114848881  38183646 318736185 188515055  81914984  13609815 191384683
  40093366 368511664 300991170 343851023  89480865 310608940 390105499
 187471867  29261637 179300845 163311374 380014712 398542904 182593836
  94680577  54021026  80168265  61744536  82118778  26851384 311166950
  35184887  89456980 444893794 189108417 109458594 379860583  36984118
 136332917  82434066 170393391  45957117 462666459   9965405 182142727
 275794224 463094429 302532511 463414820 432596382 417933768 411842780
   2993577   8100304 123792967 180261694 177199743  23023234 473461184
 469864366  83856098  96394089  43965169 474691535 119811051 185714944
 476052617 476089968 476375107  18537891 476420166  34635652 476965476
 313350517  49796466  39893109  63501925 271987374  58149062 170424425
 478004319 478088654 311806161  36681330 302142501  76449983 260320165
  60377205 145980648 478915533 463805915 478965004  23860965 479040272
 477552627 205968145 479384593 480010649 480125377 480184747]",4573
Moosach,"[  4927869   7378013   8491437  12349358  14961837  10567021  17402273
  29262324  44148050   3488425  59717946  91130355  92931470  18972789
  44987181  14473161 131123920 120909589  16203045 147319481  63881558
  75845392 175608026   7758542 207967708 134907803 215337696  79782770
   4982111 249091814 251269265 265469368 244997872  15171641  30978867
  99240323 293432208 260126776 306984079  54512068  32887065 317945116
 318312306 266202443  43433326 362813112 364850952 243404073 136170044
 332333623 373952487 387537269   2651296  25458975  78220559 241519886
  23081067 220161368 445921144  57502061 456186989 106756952 192320912
 262839659  77102358  28948127 125287943 244971275  30437718 472832581
 340410362 474469602 422813687 455998190  34623421  94840321  54800690
 425997647 425289598  48169790  49781768 479174128 223014208 150247682
 442463677 479846596 400176612  58827060]",1312
Neuhausen-Nymphenburg,"[   814793    901209    944911    959791    988620   1022468   1488030
   2825666   3337316   7761672   8671232    811537   7083714  13442551
  13571362  10174239   8008280  20477147   2349308  16811414  17020333
  16937024  21278048  20601541  25387834  27523933  36123734 470356298
  24949204  42101803  29203544  44069801  45663450  46956843  29495098
  49693120  73522578  60088671  75708103   4397995  43091093  89359792
  79637197  91432510  91678611  88439281  92318377  94169448  95821949
  95859007  13297919 269053632 104229720 110173495    794014 114235156
  17810111  55932746 129129748  32564163  12575663   7510296 139256216
  12859918 141684618 146862732  10426194 149045912  85340223 147344569
 151087864   5516237 165568671 174191890  20594618  22805125  33518841
  59194462 197040791 198390807 100056204 140023023 207094393   6704542
 208721150  27097352  17183238 210734559  19492972 122611966  44231229
  20981255 111115826  79103960 216166042 217557650  41917092 213064640
 222023783 222190072  49651997  23651422  38321955  13710110  86453115
 228684348 229540511  26584780 233927241  20212546  60742631 238869165
  83017536   7908145   2950542 253000003  30101935 123877724  11718857
 263388237  37044574 223541785 265405060  46390858  16205477  38936151
 272446388 280295261 280567322 137042356 283116141  12206020 286297645
   9968016  78630815 251686724  75688975 132150258 292132049  75258603
  28852865 293674268   9604084  28801234   4476429   8202918  11681535
  20422952 251508480 295870163   7901771 266023008  62127973 302500994
  92756139 303657428   7892377 308326363  63910273  19884581  17811483
 338560949  14167610   4129368 340164656 350905655 116121445 356848169
  29176358 342043552 367050398  30948812  36801525 220521920  25603218
 365567905 377488322 381146707  47044257  48969527 200586714 389751687
  78030910  34893982  48662410   4777049 406300205  25465286  18618422
  20936586  43519501 416437206 385056278  34886210  96360190  22183201
  13552115 301439204 194538108   8029759  99656724  26340372 431800720
  86087688 227861437  22076783 221821990  72425620   4161403   6703428
  36683928 299657243 149970630  32187702 396914061 443507789 151263304
  42012135 446752152  19947930  31650590  43363437 447061599 158705965
  92157483 335628737  60197126 153291705  20684983  36224405  16980428
  35059480 269570318 453459417  71365761  11779614 406427213  53472446
  10140732  18806422 460200614 245345451 124509606  90284309 450295504
 434236290   6692641  20900985 252856574 179619483 446774535 287244105
  32291614 401658280 143711447  17389104 446971962 244241606 151431874
 215159252 241719552  10569473  86452333  29165911  63586721  79695011
  57602424 106412876 185390816 471258965  74951907  41550024 454715616
 389391342  75196216   1508287 472394672  19999386 471405834 428827223
 213741177  25940009  93273412 473802078 473899333  94972405 149668125
  43183953 194143358 470442398  38277131 145605584 474988886 475120687
 176318990  47660092 249244546  54825604  60863106 298496556  17991166
 476087163 179714687  18010547  46458599  32130625 401643100 191603120
  25750280  78507843  11455895  94845420  39725856 100411439  19726561
   8789576  17324227  43612722 229578342 477493770 477768998 477776490
  51437672 478107416 122883140 472852788  32051650 421116406  73012620
  48554194 141477224  55321322 242927018 478892543 162861791    892023
 220476157  64418436 282688801 434612427 479066552  70089436 219295885
  27588650 479399449 120755757  78798878 339484291 479654116  69401738
 479862318 364326884  47848950 286287397 107451697 286323909 480044167]",6340
Obergiesing,"[150163486   7080679   2535180 339995042  10349442   6693556 177123035
 227464384   8851228 231256775    972392   1014517   1600843   1041027
   1102324   4829105    914691   5267428  10899368    910486  12103392
   6595822  20218924  21034898  24336136  35682179  42112176  41929854
   1932805  18236249  19502175  53299900  13016792  37416004  60609723
  38444258  91775457  15495499  99046909 101030667 102272861  69359160
 107540426  48312659  49690224 111115826    960470 128805627 141720292
   5572280   4531180  99122523 144234260  19527035 150069689 150536106
  35002519 151071557 148976664 197933119 136508655 204689942  95009207
  88191842   5420146  22747651 150409293 214256320 147083128 150899568
 112855025 216272158 191902548 217374167 219079057 223291505   8563234
 225679492 210652750 240154153   7981456   1541151 251908862  64623354
  44369688 261120635 143957321 207352466 101470958 282712074  17495711
  30174341 106939355   9892717 293901204 260784559 302459664  42011738
 306466891  11223728 310513279 162340493 330342629  65372312 173847302
 119169453 352831208 124100737 362556668  63674336  18190559  88453294
  92372081  42784839 273359143  49550564  82136619  28691172 402588513
  72994515 416136908  89215605 379551778 118646586   6924760 180080792
 432188836   9865054 315064223  52663121  88551055   9020829   1112421
  75535862 445164820  60791499  27994448  19506378 424516925  80223619
 114155100  15249972 247300672  43472876 235524229 330605465 465351979
 466747561  20816316    435657 213533849 182902758 470341516 120691044
 467390394   7795223 153472218 470136022 472228321 251598170   8272275
  56563294 244772275  37976275  95564678 474452747  22454486 474772453
 229047945  30961236   1265795   2914207  61245274 476386748 476734674
 201107654  18010547  97902319 427625878 464282234 449096320  88921405
  33546952 329917338  13300201 153496446 125123432 251581333  65316011
 413463881 177004151 478931121  88275754 478450262 241719552  68896141
 404364999 137520802 123179351  77267136 479494653 383884574   8874422
  24370260 479997622 480118054 298216841  23529236   4842231 467731147
  14240925   5082684 142977452  98454910 280066191 414300425  42887432]",3594
Pasing-Obermenzing,"[151097379 197701499 468342269    765694  12895800   1395678   2735048
   1909709   3327900   3375789   3659164   3952627   5936109   8519979
   8681679  12860353  15550892   4486048  31394223  41923526  20319069
  43666973   5982863  23322068   1009438  53300667   2371638   1044373
  75360017  67095323  98146820  54476018 105033231  19599499 148916186
  21121426  44611562   7947144  35581324   1621313  97365202 211659649
  43682433  79790003 212044784   7901771 213665804  29594117 218968183
  39126082  48039243 243653896   1740387 249602552  95012978  10607810
 258946737 115696330  41550024 270673514   3782357 264920947 271493869
 280351131   4951817 284462590   5490245 290510158 291680177 294200658
  18461976 229399868  44906731  39792437   2534336 310449784 188834366
 264057640  28535010 131450481 326475360  38211126 356971317 227657951
 263510684 373558499 391807806  53845429 402445160   7830738 351626982
 426012216  65777585 295203755 240575756 299756826 449367580  17190955
 405310759 442763567  52820260 130787806  14924764 159084466 436541264
 108680955 118984981 469255526  14978053  11860250 120930805  21726440
 192672296  88340893  15249972 423540289 292824021  62104415 475524961
 420843998 121697594 459599889 234957033 477346682 477833111  27275708
 184984966  22007794  19564711  50459587 182361617 102346090   3551050
 138194352  47835292]",3153
Ramersdorf-Perlach,"[ 56395839 172211954 254480083  73599872  42340789  53163734  54711458
   4056806 205081996 279960731  62289321  15221833  29362688  22958115
  18972789    949998  61411791  23945000 280085701 126078705  61224512
    987114   1293120   1637920   2391129   3601541   2993131   1294395
   8498436   8938688  11500933  16167156  21458024  21967963   9789407
  34636681  39416182  43093712  53398363  16520842  34881467  88485540
  91322707  86012615  90060653  25360957    439886   8414060   2188755
 114084809 133737739  58693995 127489266  40897517  24405266 104997064
 150001196 150394368   9736771 151413503   4314039  88452348   7004093
 185788427   8802768  97743814 198363486  48693374 193706363  41245990
 213507760  33504639  13165967 215317768 216192046 214979340  55154601
    880405   4059701 205832270 234020456 235864365 236710349 151646048
 243953531 246592584 250455304   4862698  19551271 253879949  99698919
 205874207 260963539 243949708   5501076 222851390  64854530  10315034
 280099509 280314562  24825588 280464409 149113427 285006134 286253668
 290277636  89547245  43120296 295081575 277716919 285727587 294073298
 309462860 329265451 335545529 335856750 285101758  13016792 136910005
  47007070 357629143 360293862 152194530   6132043 121730369 291547359
   4023583   3576140 370095610  54108223 286018317  91053137   2272754
    944021  18677234  29402103  86062290 405998728  35355094  62500691
 134660265 160694812  23550068  16031025  96129041 435309467 148342991
 138123866 443503728 250076910  17980205 240649275  25815733 102082387
 312782479 457998062 456580440 259364546  95776043 461360975 462213689
 310608940 133724826 149040273  63963049 264986602 447862631  38064432
  83444969 216038457 437198463  10283296 448087386  58207735 471805015
 472030575  41946218 272471133 260761328 391979065 101926183  71798302
 474097540    979954 193718366 474967416  34434671 475127534  73773825
 311166950   4289796  14788321 285604580 471657802 477029572  21459732
  25321007 160697932 478125519 450600616  94394544 216391816  48085449
 251598170  15456805 175701186 479464751  45369406 479671247 419157356
  36148974 267532904 477654698 137610991 326635898   1804432   1041150
 211169656 434093338 126422579 206847656 133090234  95556862 306013637
 476089940]",8554
Schwabing-Freimann,"[461817209  21561594 334774305 406244858  29099046  28101443  26637413
 478058174  16650780   8862490 343294291 461489357 477570642 176891240
   7791022  14107938    976495   1069562   1932695   3593747   3748479
   8579369   5723315   5236378   8578834   2024648   9244811  10151033
    910842 106107861  18798562  19380017   8127291  20804193  19940986
  11811631  25976021  29155079  33304481  35872608  14621547  42842571
  43693825   2094782  13868893  44346749   5680653  20201460  46310045
  61955402  68642452  27268733  17353654  83339744  67641115  70923860
   3310268  69549605 115137735  17828298 115481236  93964714 117255984
 128540920 128964298  22958619  96203304  12561687  18682257 147768710
 149126148  86869319 150454722  24389018  12128007 151653875 152139418
   5684245 156394163 156758765  18849396 165580483  92079406  76174632
 179279755  32480202  57124026 165568671  99348527 210121838   8825835
  51344539  34713614  18249416    507801 116078628   3982934  98445314
   2320870 222834904  62444462   6019228 113216159 236701322 239518875
 241394357 246149475 247160470 247591609  98619729 153552704  22490066
 251115375 130658015  97631446 255400035 261763416 264431566 264879416
 267780565   6784287 118711173  18557513  12858343  41818443  35422849
   5495178  72632254  48686689 283873176 287060578 287536823  25778874
 288597463  21093076  10276136 221538172 169728539  40214178  42590811
 294346740 294505344 173623328  55434718  21459732   1706782 146724500
 305922337 307125453 314637361 315303361 290071584  11570017    820171
 122967407  12226925 137429455   1542943  62457911   1530216  17342956
   7901771 352892728 110943565 356272341  58331101   8240917 197918580
  17801778  73005589  15555546  17433465 385228941  82052105  95733460
  81831021  74875949  22148055  23351969  65804826  52549846   8216059
  36359409 275932151 411660927 416114195 155803291 418690465    991736
  83378452  32619706  23220997   7911272 421557523  69085120   5964634
  24070116 418666482 434950585 435172053   7334239  96394089  27820434
  44176757 313321263 444574140 440696910  25494274 172289374  84067646
 191025669  96340590  38275622 147385941 454826687   2298686  17649761
 457540351 311166950  10959400 310608940  35897293  40360259  81258126
 149357228  93016771  21721419 123179351  14744186  57622970 358658675
 466794587 466956657 467110660 447577268 467385172  76088885  13633889
  21628101 468719848 213762292 116816274  40602698  12235549  22800012
  92617999  19560024  16729075  21131707 366250342  33447005   5732114
 475451944 416319867 445790902  59632208 433313781 273037080  43326693
  16455821  46943100  15337777 280709136 475508579 476705595  36034910
  21774102  35225583 477329293  21326016 477566483 239848412 217205434
  62807005  59593838 106704893  36692308  71711744  88890508 478731896
  34416940 158743509 122005762 479105029 310926232 479297863 479329257
 475451882  43979207 464052921  56329314 468820109 302527781   3622346
  44023290 479846845  63525048  53324236 401976964 175713812  98823593
 195247647 196521578 298502505 113832497  22118017  17150824 469829466
   3555820 347849035]",5863
Schwabing-West,"[   823913    949632   2024648   3471996   3671733   4003331   3479008
    211657   7354947   8272756   8427475   8670952   4339032   2015792
  12506021  14192542   2269969   8073223  14631282   6403170  20349060
   1249621   4884053  22044211  20316895   6569200  27110702   1122973
   6710755  36550482  37215880   1791182  20574182  42574579  42571121
  43193671  42895052    976957  45257184  48047087  18481000  41378749
  41551485  35701097  54735441  60407979   4928790  43476251  24399217
  49602310  62787064  67058147  49546074  13921310  88961768  89164680
  37580663  92444624   6372402   1047422 227589395  94926735  95099354
  81593724  33508868  97786959  99180821  25650678  17672906  87059584
 111115826   6386777  29986381   6145911   2690936 116876428 129635321
   4878026 133520546  17189001   8063045  27356501 137249524 138901190
  14958301  48411779  21560619  23344430 133121950 146444996   1062025
  92605248  67584226 149690093 150152329 150157375  37400261   4643618
  38183646    865277 173350658  31386319 180635857 188453726 189017571
  39685238  43325152  16853215 164552662  31392158  39231925    589483
 213491582  16631518 214090056  29215524 214809575 215633705 215983107
  62782400  35422849 218903507 219416675  27564178 222335640   7201055
   6061076 160773037 228667733 140809541 233855362 235687902  23344628
  20438360 242247479   2951462 245331296 246563531 249828891 248708766
 253269847 253420242  36137621  74423523   1470750 258149497 259544028
  21198286  93639417   8849706  40781896  26772873 267762036 270223814
 186977884  20349919 120284973  46135142 275262820  11899631  54562716
 200167885   3574283  93004911 194156112 246725801 284962666  13382100
 157675666   6533447 289351888 290013604  53038607  38997346  60944682
  33725537 294015435  56881873 190842543 294819684  99349226  75633016
   4501653 289072269 251498968  21093076  10586962 297539669 299178857
 300005278  45790796   5995700 164186636 207341060  85076709  31982424
  17457378  79966699   2371321  48576117   5047498 149400865   9497578
  26602567   8528247 270098671 349016454 349196944 121738221  45765207
  10676221 133796139  55937098   8403172  24524755 364947099 244929326
  12860422  75908835   5493932  36733260 373557842  30466396   5722604
 356962865   4073746  13727186  35227607  93637535  51350042 383427540
  79213067 105494291  15680169 345177836 375340800  92162255 396957814
  30203929 120741293 408528040  90907315  33084805 317031305 324859109
  76771787  34370173 165362285 417933768   8533631 150664656  62616351
 415500639  16957852 217405286  34560782  57531849  22765981  31277123
 424384280   8328848 212047660   6523330 144551463 427983933 195769170
 127976501  28573749 435512418  75764644  30545875 441015946 311166950
  82355083 122552125  16034727  21791315  76880256 294869764  20158553
  41812375   2971965  92034992 451802630 408756548  85143811  17649761
  57180246 459337398  23249593 147205294 222386953 461871500 112999455
  99863884 392360056  65346530 234666866  48554194 463680859  49846609
  84696808  40043852 466341118 176954389 410033264 467120435 359072440
  81815724 335749873 322116245 393837113 446501378 247776122 244559024
 457540351  24815692 143947168 307114369 473422389   3871688 473754599
 269724220  10401693 137146871  21671461  40013886 461326688  33271926
   7713043 426585606  41077329  25653905 319869911 151609106  73048658
 387874713 476520498  78313526 472478762  46611823  11368444  29060374
  20473565  81903952 156424629 389282144 459776639 477202505 471658614
  46008958   3547932 176930909 420859918 477393390  49961303 428660978
  13387695  89127327  62452087 130867482  38497863  59790001  10181775
  46836168 478112187  37655018  43509613 255373112 477994954  74864933
  87899327 478380109 478429828 145634626   1703055 479032515  43285940
  31656465 479470442  33993918 437280731 479907236  93310845 479494953]",6309
SchwanthalerhÃ¶he,"[   914449   1009438   1545345    768780   4024965   7281724   7680306
   8567254   8460530   8825230   8921724   2329918   9046687  13317444
   4461033  19237238   3215197  20845678   8416334  13552115   8080738
   1661471  22493830   7201731   2019883  24108419  44894180  45381837
  46859640  41532223  50366479   7790224  48835801  62820105  69311334
  21028221  85902074  15614476  87869093  91238554  52521651  93640893
  14429898 103781449  19058943  73788809   9086943 125377882  94964752
 134693130  73675662  31718517   8790599 149953313  11649075   5083920
  85796168 180624904  91697934  49850263  50342266  19394073   4188842
 208476542 198099432 209650733  47147740   2913385  21744743  14779679
 173850564 120823314 224185421  41703931   8080730 233463058 238680056
  21958507 233291048 254350209 257716888 262755843  43869200  15018940
 278830906 157276347    129420   3581979  80677224 267567198 145224880
  31836935  92603518 291736230 292479447  22301056  27662645  19735759
 307124415  25526871   7632605 282124422 329941095   9627603  24138681
   7936197  26201058  87534103 212668961  92597073  68040326 387542930
 102387993   8255883  54628406  30762525  19035793 137531642 291740288
  26252433  96806912 157892017  59340387   4396962   3508168  42670073
 441860760  21167379 406493734  32187122   1734371 452047598 452567394
  23213146 371125324 458076402 458251978 145608225 152221539  21636856
   5174514 113686857 463984139  56879444 218911530 134305417 330987325
   6906451  11723222 156550298 247368635  15628424 434406693 409522356
  93129865 396452009  29529162 213596560  27349139 434487590 420082664
 137662225 202017739   1745031  37106939 207797396  51888963  25456896
 475455679 475759382  38152936 355778669  14368058 284478473  17685885
  50227008  59986769 266472888 159721283  16823977 366193457 416802253
  32351668  79986864 460328775   1027619  32674194   4346583 259956998
  44501080  82906449  19776547 173551885 249347062  84078024 308684332
   5170742 478376025 161870209  55478094  19218375  95423880 478812709
  78897242  20003366 478945510  18376599   7601536 475026092 479189919
  67474927 188812239 401517612  67862737  19464434 417334868 161535813
 158874079 480011092 413553725  33651940 480167329 303631939  54940281]",5187
Sendling,"[   926189   1018498   1962150   1027824   3633050   6349372   8720421
   8866639  15502677  17032332   8379272   7394557  21131707   4289796
  21861794   5285387  27067309  15478002  32735725   3692802  34282544
  36461566   1048972  42050826  42035416  21717387  42401614   2293781
  93606004  53721537   6750928  64339037  93282044  20469354  95592079
  19494999   5164742 107668586 125129504 129728587  38544605  34253704
  19465596  72071706  11874117  30258392  94972405 150264652 144926756
  37922643 116231650 150911175  27223450    892631 155726640 165186065
  77120418 176764546 176764936 182630524  59783156 148057846 203186966
 202340706  93812975  66997521  94847287  54761312  33999317 214310981
  16555452 214761220  93895574   3605832 216993182  24991026  86479283
 241424181  10449135 247386931 248234639   9352880  63048104 251980020
   8963499  55923808 119868072 257508834   1936135  50722293  49166887
 265996866 269859319  38639226  25429958  92423966  91980632  59716430
  63094306 287102402 224987070  85623117 229075693  51209917 293076213
 293959693  87734285  91128077 296954524  46104881 305640859 312189922
 316073044 316348415   9435672  74841450 338711613 233080852 274224446
  45296731  73577830    732852  54451747 372644584  34104289  14027859
 157311609  10759101 206437665  58571617   9239358  75686332 412851102
  10444213 116068501   9121151  21093076  55494419  39629172 426328962
 161222017 180080792  23993249 242317550  25903208   4291403   6331878
  10891654  39514920  62113715   8274616 452360915 421276836  16340122
 451984923   4039704 458063202 337359646  21249348 393110763  79327966
  89199935   7278439   4812738 211526665  21554880   5369015 315571203
 186135230 311166950  90764632 442944505  40005483 149240001 406414741
 472342703 195558823 400189264  80061602 415039128 330747916  46382353
  76769520 414651618 254124458  77704582 394715271 476026625 413387785
 363007952 160203965  36253001 437814569  30412791  33669256 241443411
 476761801  15178562 154984955  42561895 252866792 288899394  41568503
 445088599  88854693 167775518   9083421 477561701   5732332 460404183
 354328513 227020286 458393243 445018202  65266855  62630612  38460069
  30003380  22325341 213708323  35378222 336790645 479023993 101404272
   3913890 247254306 479192084 403539049  84438543   9034184 148806380
 479607310 421705170 442405514 438797289 114128685 479889316  40684195
 154228045  37998013]",4031
Sendling-Westpark,"[   108297   1122306   1040938   2587491   3430900   5114962   7709497
   2634855   5995353  18981524  19679524  14483730   9366334   1315528
  24297004  25052266  17927216  29844020   8327869   9516791   8213645
  14399197  47450541  57162304  41089941  14071260  88867437   2266917
  90383445  92631149   7005715   8301938   8247910  51006008   7741698
 138327989  12232196 141174779 148898955 127487805 149549634  79883000
   6019228 154855964 175631585 185897409 193844603   9951206 208396799
  31448732  32970329 212195594 106388575 214775123 215706473  95313577
  33098102 185705582  26733076 239262327  20386232  99385901 108796241
 246034712  81788873  27111794   8673797 278561681  27466062 199207988
 285252218 286072538  97102428  54046690   8623011   1099926  60068196
   2198066  30370229  27219467 334225337 336881886 240343567 101189811
  10504481 356507299 356912571  90836033 372535415 387284117   8561420
 401976964 113346806  83718203   9106647 409314808 416251626  29779305
 397324729  43485250  43325375 228690258  18939053  34990800 224606155
 420055202 156942415 104096574   3083316  36330313 451208751 360154547
 454821273  34423444  42266850 245283863 460490126 211326184  18099107
 461174275 199655207   1375435 462574529 464432124 201358897  18276957
 466506866  96012049 467925239 204133458 469534544  48173970 331793797
  27030643  49966339  17393965   6776515   1838423  59955594  30888831
 160739631  22493830  22274551  40006764 268130893   8497994 475925341
 476176112  88203023  18968793  77267136 357715171 208794750 101238166
 182488656 149090848  56263586 101790541   8297855 461654024  94122485
  42835040 477690632 431163206  15214292  43591482 121807304 469204487
 478074313 104147540 135423811  36884383  29922239 438070156  45964278
  72982123  39895126 363670721 419733171 210715768 261936036   9467531
 404812113 256181019  10510416 479973235 349040297]",4015
Thalkirchen-Obersendling-Forstenried-FÃ¼rstenried-Solln,"[ 20805795  41482289 135774228  49598343   1025897 108740823  34636409
  14257690  15548858    961042   1057081   1646639   2838170   4377657
   6014635   8553314   9920710  13348396  15603956  21122263  17759366
   9966781   8010699  27695764   8812357  42041430  42266178    788524
  43615641  44112610  48969527  15960808  59469690  53249600  33987811
  21301484  15388711   9034703   6928533  93534454  23457435   4863462
 117294660 129912324 136916342 138662079  24870226  10833966 149361353
 123389732  89535984  13729216  36896046 196798339  92254656  27546596
 205673506 177123035 209302264 176165882 212648850  72639334 115218688
 212446742  16865755 214612810  64751864  33259444 154668769 135490636
 240752475  33748028 164401214  43706997 122074417  11624518  35863661
   3037624  63404621   2710946 202002417   1773186 267567198  72260230
  23140033 215817541  15474592   4951817 103942580 271482496  47686542
 280303566   8966293 222178666 237999651  34594770   3815186   2576036
 294576531 296062921  21174499 215149641 198636046 310720370 314654296
   5666804   1897455  63125351 102077009 150173398 331112590 290862265
 149679047   2989894 156943741 356849634 361295529  18581936   9569688
 388152458 154944227 393661790 294903676  53305963  46526487 127890143
  38379956  38927527  90045505 429233733   6052241 133799845 131158508
    542074   8206181  96525393  28728469 119061910   9324621 459746959
 459910568 177824147  28008527  21498585 402177588 419150474 461867119
 372783365 464104000 168499800 465232713 466688380  29521212 120084454
  53921575 456920177  60409196 425200317 458908902  13746066  20088544
 472339697 454881894  20249873 173781690   1365354 223377277 475609903
  71982792 436939637 475898691 446310829  90654927 174440570 476507716
  15989546 107702171  51993678  17923529 283726193 477038983   3462928
  18738765  29638997 478265330 145563872 432320865  93854120  93273412
 133107565 478922753 439883751 397469823 391355539  37247298 172352737
   3899669  10616995 371910845 119288323 479719471 201799495    145838
 480018121   4329765  17684788    562921 402529364  61839884]",4232
