points,Number
0.0,20
0.25,7
0.5,1877
0.75,121
1.0,13562
1.25,11
1.5,489
2.0,2866
2.25,1
2.5,88
3.0,127
3.5,15
4.0,27
4.25,1
4.5,6
5.0,5
5.5,1
6.0,1
7.0,2
8.0,2
20.0,1
