points,Number
0.0,33
0.25,3
0.5,250
0.75,83
1.0,9668
1.25,5
1.5,1274
1.75,4
2.0,5185
2.5,687
2.75,1
3.0,1225
3.5,257
4.0,414
4.5,141
5.0,139
5.5,54
6.0,73
6.5,36
7.0,35
7.5,16
8.0,26
8.5,13
9.0,9
9.5,6
10.0,9
10.5,4
11.0,8
11.5,2
12.0,7
13.0,1
14.5,1
15.0,2
15.5,1
100.0,1
