neighbourhood_cleansed,number_of_hosts,number_of_reviews
Colac Otway,377,65494
Corangamite,117,17309
Glenelg,116,6994
Greater Geelong,1078,65345
Moyne,201,20973
Queenscliffe,90,6515
Southern Grampians,84,5609
Surf Coast,942,65771
Warrnambool,201,23324
