points,Number
0.0,11
0.25,2
0.5,824
0.75,119
1.0,2899
1.25,19
1.5,203
1.75,1
2.0,918
2.25,1
2.5,72
3.0,53
3.5,27
4.0,14
4.5,6
5.0,5
6.0,3
8.0,1
